Item,2017,2018,2019,2020,2021
Funds from Operations,822.92M,974.43M,957.9M,853.31M,890.57M
Funds from Operations Growth,-,18.41%,-1.70%,-10.92%,4.37%
Changes in Working Capital,(101.95M),(38.88M),8.76M,134.35M,(131.67M)
Receivables,(89.65M),-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,34.9M,-,-,-,-
Other Assets/Liabilities,(47.2M),(38.88M),8.76M,134.35M,(131.67M)
Net Operating Cash Flow,720.97M,935.55M,966.66M,987.66M,758.9M
Net Operating Cash Flow Growth,-,29.76%,3.32%,2.17%,-23.16%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(418.32M),(558.75M),(824.63M),(513.27M),(682.9M)
Capital Expenditures Growth,-,-33.57%,-47.59%,37.76%,-33.05%
Capital Expenditures (Fixed Assets),(343.13M),(460.06M),(692.98M),(438.26M),(611.08M)
Capital Expenditures (Other Assets),(75.19M),(98.69M),(131.65M),(75.01M),(71.82M)
Net Assets from Acquisitions,(219.71M),(1.76B),(58.24M),(118.58M),(279M)
Sale of Fixed Assets & Businesses,29.24M,1.02M,-,-,213.88M
Purchase/Sale of Investments,-,-,(19.22M),(18.25M),(78.62M)
Purchase of Investments,-,-,(19.22M),(18.25M),(78.62M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,9.34M,94.41M,171.2M,564.66M,278.33M
Net Investing Cash Flow,(599.45M),(2.22B),(730.89M),(85.44M),(548.31M)
