Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,231.42M,400.24M,442.78M,1.78B,772.02M
Net Income Growth,-,72.95%,10.63%,301.08%,-56.53%
"Depreciation, Depletion & Amortization",37.74M,54.73M,97.47M,116.01M,135.54M
Depreciation and Depletion,31.54M,48.73M,91.57M,102.61M,118.94M
Amortization of Intangible Assets,6.2M,6M,5.9M,13.4M,16.6M
Deferred Taxes & Investment Tax Credit,17.57M,(15.68M),307K,(1.49B),15.46M
Deferred Taxes,17.57M,(15.68M),307K,(1.49B),15.46M
Investment Tax Credit,-,-,-,-,-
Other Funds,75.92M,96.71M,131.51M,132.17M,95.3M
Funds from Operations,362.65M,535.99M,672.06M,532.49M,1.02B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,75.89M,18.69M,75.21M,129.69M,154.24M
Receivables,(90.99M),(109.22M),(121.01M),(139.78M),(262.07M)
Accounts Payable,8.18M,25.05M,22.1M,52.21M,19.75M
Other Assets/Liabilities,70.99M,127.28M,157.55M,207M,338.01M
Net Operating Cash Flow,438.54M,554.68M,747.27M,662.17M,1.17B
Net Operating Cash Flow Growth,-,26.48%,34.72%,-11.39%,77.07%
Net Operating Cash Flow / Sales,29.76%,28.21%,31.05%,26.79%,29.67%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(195.7M),(223.31M),(149.71M),(154.92M),(401.1M)
Capital Expenditures Growth,-,-14.11%,32.96%,-3.48%,-158.91%
Capital Expenditures / Sales,-13.28%,-11.36%,-6.22%,-6.27%,-10.15%
Capital Expenditures (Fixed Assets),(195.7M),(223.31M),(149.71M),(154.92M),(401.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(8.95M),-,-,(420.79M),(8M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(14.23M),199.47M,(207.85M),316.12M,(197.32M)
Purchase of Investments,(403.01M),(185.19M),(693.28M),(5.34M),(200.93M)
Sale/Maturity of Investments,388.78M,384.67M,485.43M,321.46M,3.61M
Other Uses,(38.6M),-,(14.7M),-,(5.01M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(251.48M),6.93M,(350.44M),(231.51M),(563.43M)
Net Investing Cash Flow Growth,-,102.75%,"-5,159.10%",33.94%,-143.38%
Net Investing Cash Flow / Sales,-17.07%,0.35%,-14.56%,-9.37%,-14.25%
