Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,670.9M,1.13B,1.38B,1.07B,1.73B
Net Income Growth,-,67.69%,22.83%,-22.80%,61.99%
"Depreciation, Depletion & Amortization",95M,120.1M,203M,276.2M,310.2M
Depreciation and Depletion,82.1M,105.9M,160M,226.4M,282.8M
Amortization of Intangible Assets,12.9M,14.2M,43M,49.8M,27.4M
Deferred Taxes & Investment Tax Credit,60.2M,31.9M,(8M),57.6M,(62.6M)
Deferred Taxes,60.2M,31.9M,(8M),57.6M,(62.6M)
Investment Tax Credit,-,-,-,-,-
Other Funds,245.3M,276.3M,342.9M,357.4M,481.8M
Funds from Operations,1.07B,1.55B,1.92B,1.76B,2.46B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,72.5M,(383.7M),(321.5M),(273.2M),(368.1M)
Receivables,(81.4M),(161.3M),38.8M,5.7M,(142.3M)
Accounts Payable,14M,16.7M,12.3M,(32.3M),36M
Other Assets/Liabilities,224.2M,13.7M,(69.5M),(59.9M),(120.9M)
Net Operating Cash Flow,1.14B,1.17B,1.6B,1.48B,2.09B
Net Operating Cash Flow Growth,-,2.25%,36.65%,-7.10%,40.72%
Net Operating Cash Flow / Sales,36.45%,31.41%,35.69%,34.07%,36.59%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(190.7M),(187.4M),(425.6M),(341.5M),(353.5M)
Capital Expenditures Growth,-,1.73%,-127.11%,19.76%,-3.51%
Capital Expenditures / Sales,-6.08%,-5.03%,-9.50%,-7.84%,-6.19%
Capital Expenditures (Fixed Assets),(190.7M),(187.4M),(425.6M),(341.5M),(353.5M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(87.9M),(59.7M),(37.7M),(8.7M)
Sale of Fixed Assets & Businesses,-,-,10M,-,-
Purchase/Sale of Investments,569.4M,(774.3M),(669.1M),(561.4M),(2.1B)
Purchase of Investments,(2B),(2.58B),(3.35B),(4.29B),(6.45B)
Sale/Maturity of Investments,2.56B,1.81B,2.68B,3.73B,4.35B
Other Uses,-,-,-,-,-
Other Sources,2M,9.7M,-,-,-
Net Investing Cash Flow,378.7M,(1.05B),(1.14B),(940.6M),(2.46B)
Net Investing Cash Flow Growth,-,-377.16%,-9.03%,17.81%,-161.69%
Net Investing Cash Flow / Sales,12.07%,-28.18%,-25.55%,-21.58%,-43.11%
