Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,126.15M,96.07M,229.3M,139.59M,263.1M
Net Income Growth,-,-23.84%,138.67%,-39.12%,88.49%
"Depreciation, Depletion & Amortization",64.46M,78.17M,82.74M,87.75M,101.07M
Depreciation and Depletion,17.51M,19.46M,21.64M,22.81M,-
Amortization of Intangible Assets,46.95M,58.72M,61.1M,64.94M,-
Deferred Taxes & Investment Tax Credit,(46.72M),(13.58M),13.13M,(27.43M),6.82M
Deferred Taxes,(46.72M),(13.58M),13.13M,(27.43M),6.82M
Investment Tax Credit,-,-,-,-,-
Other Funds,24.57M,48.71M,(114.7M),123M,(45.71M)
Funds from Operations,168.47M,209.37M,210.46M,322.9M,325.27M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.9M,(27.75M),(5.25M),29.26M,-
Receivables,(2.7M),(15M),6.56M,(15.55M),-
Accounts Payable,5.03M,6.1M,10.34M,19.09M,-
Other Assets/Liabilities,2.78M,(698K),(2.61M),(1.1M),-
Net Operating Cash Flow,170.37M,181.62M,205.22M,352.16M,325.27M
Net Operating Cash Flow Growth,-,6.60%,12.99%,71.61%,-7.64%
Net Operating Cash Flow / Sales,26.50%,25.44%,27.78%,37.83%,29.42%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(20.93M),(25.41M),(51.74M),(44.3M),(44.91M)
Capital Expenditures Growth,-,-21.39%,-103.63%,14.38%,-1.37%
Capital Expenditures / Sales,-3.26%,-3.56%,-7.00%,-4.76%,-4.06%
Capital Expenditures (Fixed Assets),(20.93M),(25.41M),(51.74M),(44.3M),(44.91M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(67.85M),(289.49M),-,(225.35M),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,49.39M,(21.9M),78.84M,26.14M,(25M)
Purchase of Investments,(8.57M),(43.48M),(70.19M),(40.24M),(25M)
Sale/Maturity of Investments,57.96M,21.58M,149.03M,66.38M,-
Other Uses,-,-,-,-,(26.94M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(38.71M),(336.8M),27.1M,(243.52M),(96.85M)
Net Investing Cash Flow Growth,-,-770.01%,108.04%,-998.75%,60.23%
Net Investing Cash Flow / Sales,-6.02%,-47.17%,3.67%,-26.16%,-8.76%
