Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,(313M),681M,2.21B,1.36B,1.2B
Net Income Growth,-,317.57%,224.96%,-38.77%,-11.66%
"Depreciation, Depletion & Amortization",330M,1.4B,1.35B,1.36B,1.58B
Depreciation and Depletion,150M,229M,207M,267M,311M
Amortization of Intangible Assets,180M,1.17B,1.14B,1.09B,1.27B
Deferred Taxes & Investment Tax Credit,(199M),(131M),(504M),(186M),(511M)
Deferred Taxes,(199M),(131M),(504M),(186M),(511M)
Investment Tax Credit,-,-,-,-,-
Other Funds,3.78B,3.55B,3.32B,3.31B,3.77B
Funds from Operations,3.6B,5.5B,6.37B,5.84B,6.04B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.9B),(2.92B),(2.97B),(3.1B),(3.24B)
Receivables,(238M),(27M),(3M),105M,47M
Accounts Payable,265M,(74M),122M,(131M),185M
Other Assets/Liabilities,(1.92B),(2.82B),(3.09B),(3.07B),(3.47B)
Net Operating Cash Flow,1.71B,2.58B,3.4B,2.74B,2.8B
Net Operating Cash Flow Growth,-,51.06%,31.90%,-19.42%,2.15%
Net Operating Cash Flow / Sales,24.73%,24.44%,30.53%,25.74%,22.96%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(135M),(147M),(289M),(402M),(373M)
Capital Expenditures Growth,-,-8.89%,-96.60%,-39.10%,7.21%
Capital Expenditures / Sales,-1.96%,-1.39%,-2.60%,-3.78%,-3.06%
Capital Expenditures (Fixed Assets),(135M),(147M),(289M),(402M),(373M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(90M),(8.57B),(73M),(39M),(2M)
Sale of Fixed Assets & Businesses,29M,175M,4M,-,-
Purchase/Sale of Investments,(444M),(61M),(129M),(362M),226M
Purchase of Investments,(444M),(61M),(254M),(431M),(373M)
Sale/Maturity of Investments,-,-,125M,69M,599M
Other Uses,(101M),(2M),(5M),-,-
Other Sources,-,-,6M,-,-
Net Investing Cash Flow,(740M),(8.59B),(438M),(703M),(56M)
Net Investing Cash Flow Growth,-,"-1,061.35%",94.90%,-60.50%,92.03%
Net Investing Cash Flow / Sales,-10.73%,-81.50%,-3.93%,-6.61%,-0.46%
