Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,81.8M,77.49M,95.89M,349.25M,493.51M
Net Income Growth,-,-5.27%,23.75%,264.20%,41.31%
"Depreciation, Depletion & Amortization",27.2M,26.74M,48.03M,58.19M,74.27M
Depreciation and Depletion,23.8M,22.44M,38.43M,42.99M,45.87M
Amortization of Intangible Assets,3.4M,4.3M,9.6M,15.2M,28.4M
Deferred Taxes & Investment Tax Credit,(49.54M),(22.41M),(15.25M),2.2M,(88.95M)
Deferred Taxes,(49.54M),(22.41M),(15.25M),2.2M,(88.95M)
Investment Tax Credit,-,-,-,-,-
Other Funds,9.32M,57.76M,68.25M,145.12M,148.85M
Funds from Operations,68.78M,139.58M,196.93M,554.76M,627.67M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,319K,59.35M,9.99M,124.2M,23.88M
Receivables,(22.3M),40.65M,(35.83M),(112.68M),(103.2M)
Accounts Payable,16.31M,(10.07M),22.22M,104.69M,69.77M
Other Assets/Liabilities,8.97M,5.69M,(13.81M),(14.45M),(27.48M)
Net Operating Cash Flow,69.1M,198.93M,206.92M,678.96M,651.55M
Net Operating Cash Flow Growth,-,187.88%,4.02%,228.12%,-4.04%
Net Operating Cash Flow / Sales,15.66%,32.95%,25.28%,39.35%,27.97%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(13.16M),(56.05M),(17.24M),(7.99M),(30.11M)
Capital Expenditures Growth,-,-326.04%,69.24%,53.66%,-276.81%
Capital Expenditures / Sales,-2.98%,-9.28%,-2.11%,-0.46%,-1.29%
Capital Expenditures (Fixed Assets),(13.16M),(56.05M),(15.28M),(7.11M),(28.17M)
Capital Expenditures (Other Assets),-,-,(1.96M),(880K),(1.94M)
Net Assets from Acquisitions,-,-,(270.41M),-,(1.7B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,74.99M,(229.34M),(200.72M),(3.39M),172.11M
Purchase of Investments,(62.35M),(514.29M),(661.82M),(499.24M),(418.52M)
Sale/Maturity of Investments,137.34M,284.94M,461.1M,495.85M,590.63M
Other Uses,-,-,-,-,-
Other Sources,3.12M,-,8.27M,-,2.05M
Net Investing Cash Flow,61.84M,(285.39M),(488.37M),(11.38M),(1.56B)
Net Investing Cash Flow Growth,-,-561.53%,-71.12%,97.67%,"-13,591.62%"
Net Investing Cash Flow / Sales,14.01%,-47.27%,-59.68%,-0.66%,-66.89%
