Item,2017,2018,2019,2020,2021
Funds from Operations,658.51M,734.29M,781.93M,824.3M,895.46M
Funds from Operations Growth,-,11.51%,6.49%,5.42%,8.63%
Changes in Working Capital,-,-,-,-,-
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,-,-,-,-,-
Other Assets/Liabilities,-,-,-,-,-
Net Operating Cash Flow,658.51M,734.29M,781.93M,824.3M,895.46M
Net Operating Cash Flow Growth,-,11.51%,6.49%,5.42%,8.63%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(343.89M),(254.72M),(303.1M),(426.94M),(279.64M)
Capital Expenditures Growth,-,25.93%,-18.99%,-40.86%,34.50%
Capital Expenditures (Fixed Assets),(343.89M),(254.72M),(303.1M),(426.94M),(279.64M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,60.46M,(111.64M),64.32M,(58.14M),25.55M
Purchase of Investments,(137.57M),(132.39M),(110.5M),(62.31M),(282.34M)
Sale/Maturity of Investments,198.02M,20.76M,174.81M,4.18M,307.89M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(283.44M),(366.35M),(238.78M),(485.08M),(254.08M)
