Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,484.67M,469.28M,605.1M,987.86M,143.31M
Net Income Growth,-,-3.18%,28.94%,63.26%,-85.49%
"Depreciation, Depletion & Amortization",522.81M,878.34M,1.71B,1.8B,1.74B
Depreciation and Depletion,145.13M,211.2M,456.12M,504.12M,478.42M
Amortization of Intangible Assets,377.69M,667.14M,1.26B,1.3B,1.26B
Deferred Taxes & Investment Tax Credit,(1.45M),(108.31M),(166.22M),(189.05M),(315.5M)
Deferred Taxes,(1.45M),(108.31M),(166.22M),(189.05M),(315.5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,144.58M,307.95M,251.69M,351.04M,1.41B
Funds from Operations,1.15B,1.55B,2.4B,2.95B,2.98B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(44.53M),(155.97M),(89.45M),(168.18M),(738.44M)
Receivables,(33.39M),(115.53M),55.99M,(165.54M),(111.97M)
Accounts Payable,66.18M,(95.09M),(320K),132.79M,(17.16M)
Other Assets/Liabilities,(77.32M),54.65M,(145.11M),(135.43M),(609.31M)
Net Operating Cash Flow,1.11B,1.39B,2.31B,2.78B,2.24B
Net Operating Cash Flow Growth,-,25.78%,66.33%,20.17%,-19.30%
Net Operating Cash Flow / Sales,32.86%,28.32%,31.17%,32.62%,25.00%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(213.29M),(307.87M),(436.24M),(493.22M),(615.65M)
Capital Expenditures Growth,-,-44.34%,-41.70%,-13.06%,-24.82%
Capital Expenditures / Sales,-6.34%,-6.27%,-5.88%,-5.79%,-6.86%
Capital Expenditures (Fixed Assets),(213.29M),(307.87M),(436.24M),(493.22M),(615.65M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.26B),(644.62M),(160.8M),(1.81B),(95.43M)
Sale of Fixed Assets & Businesses,-,-,119.37M,69.99M,-
Purchase/Sale of Investments,-,-,-,-,33.05M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,33.05M
Other Uses,(3.31M),-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.48B),(917.09M),(438.34M),(2.22B),(675.54M)
Net Investing Cash Flow Growth,-,37.88%,52.20%,-407.33%,69.62%
Net Investing Cash Flow / Sales,-43.85%,-18.67%,-5.90%,-26.09%,-7.53%
