Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.62B,854.14M,(3.4B),1.54B,1.67B
Net Income Growth,-,-47.14%,-498.01%,145.16%,8.55%
"Depreciation, Depletion & Amortization",499.64M,488.54M,401.62M,505.06M,697.94M
Depreciation and Depletion,318.48M,321.1M,290.74M,326.71M,390.64M
Amortization of Intangible Assets,181.16M,167.44M,110.88M,178.35M,307.3M
Deferred Taxes & Investment Tax Credit,(795.52M),28.54M,(1.54B),334.87M,196.18M
Deferred Taxes,(795.52M),28.54M,(1.54B),334.87M,196.18M
Investment Tax Credit,-,-,-,-,-
Other Funds,293.47M,603.61M,480.92M,(75.92M),282.08M
Funds from Operations,1.61B,1.97B,(4.06B),2.3B,2.84B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(202.09M),369.2M,6.27B,367.32M,(139.66M)
Receivables,(657.77M),(1.24B),(2.11B),(663.53M),(1.61B)
Accounts Payable,859.04M,1.56B,3.3B,2.05B,3.32B
Other Assets/Liabilities,(70.43M),(6.73M),(18.78M),17.82M,(397.49M)
Net Operating Cash Flow,1.41B,2.34B,2.21B,2.67B,2.7B
Net Operating Cash Flow Growth,-,66.08%,-5.84%,20.82%,1.37%
Net Operating Cash Flow / Sales,0.84%,1.31%,1.16%,1.25%,1.13%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(336.41M),(310.22M),(369.68M),(438.22M),(496.32M)
Capital Expenditures Growth,-,7.78%,-19.17%,-18.54%,-13.26%
Capital Expenditures / Sales,-0.20%,-0.17%,-0.19%,-0.20%,-0.21%
Capital Expenditures (Fixed Assets),(336.41M),(310.22M),(369.68M),(438.22M),(496.32M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(785.3M),(63.95M),-,(5.56B),(133.81M)
Sale of Fixed Assets & Businesses,-,-,36.36M,14.44M,278.89M
Purchase/Sale of Investments,-,-,(56.08M),(162.62M),(18.49M)
Purchase of Investments,-,-,(56.08M),(162.62M),(18.49M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(1.66M),-,-,-
Other Sources,-,-,-,9.89M,-
Net Investing Cash Flow,(1.11B),(375.83M),(379.87M),(6.14B),(368.44M)
Net Investing Cash Flow Growth,-,66.18%,-1.07%,"-1,516.75%",94.00%
Net Investing Cash Flow / Sales,-0.66%,-0.21%,-0.20%,-2.87%,-0.15%
