Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,593.52M,1.16B,1.28B,612.81M,1.5B
Net Income Growth,-,94.61%,10.70%,-52.07%,144.73%
"Depreciation, Depletion & Amortization",406.34M,428.56M,476.54M,578.66M,621.7M
Depreciation and Depletion,394.44M,416.66M,464.64M,567.86M,611.3M
Amortization of Intangible Assets,11.9M,11.9M,11.9M,10.8M,10.4M
Deferred Taxes & Investment Tax Credit,437.92M,361.01M,372.73M,186.73M,472.06M
Deferred Taxes,437.92M,361.01M,372.73M,186.73M,472.06M
Investment Tax Credit,-,-,-,-,-
Other Funds,98.99M,62.47M,77M,713.18M,113.94M
Funds from Operations,1.54B,2.01B,2.2B,2.09B,2.71B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(192.6M),206.41M,(163.9M),(160.5M),(141.77M)
Receivables,(330.52M),383.99M,(19.69M),(1.3M),(610.53M)
Accounts Payable,305M,(364.43M),(64.88M),14.94M,622.43M
Other Assets/Liabilities,12.38M,122.32M,(100.44M),(305.67M),(48.63M)
Net Operating Cash Flow,1.34B,2.21B,2.04B,1.93B,2.57B
Net Operating Cash Flow Growth,-,64.67%,-7.79%,-5.39%,32.87%
Net Operating Cash Flow / Sales,10.98%,17.54%,20.18%,22.83%,14.85%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(512.39M),(2.14B),(3.85B),(2.2B),(696.85M)
Capital Expenditures Growth,-,-317.94%,-79.71%,42.95%,68.26%
Capital Expenditures / Sales,-4.19%,-16.96%,-38.05%,-25.96%,-4.03%
Capital Expenditures (Fixed Assets),(512.39M),(2.14B),(3.85B),(2.2B),(696.85M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(195M),-,-,-
Sale of Fixed Assets & Businesses,3.88M,1.58M,-,-,-
Purchase/Sale of Investments,(87.86M),(1.75M),(4.03M),-,-
Purchase of Investments,(87.86M),(1.75M),(4.03M),-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,(10.55M),(106.96M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(596.38M),(2.34B),(3.86B),(2.3B),(684.66M)
Net Investing Cash Flow Growth,-,-291.81%,-65.32%,40.40%,70.26%
Net Investing Cash Flow / Sales,-4.87%,-18.51%,-38.19%,-27.22%,-3.96%
