Item,2017,2018,2019,2020,2021
Funds from Operations,884.2M,846.06M,785.2M,881.08M,1.37B
Funds from Operations Growth,-,-4.31%,-7.19%,12.21%,55.79%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(190.93M),7.82M,(117.45M),16.82M,107.51M
Net Operating Cash Flow,693.26M,853.88M,667.75M,897.9M,1.48B
Net Operating Cash Flow Growth,-,23.17%,-21.80%,34.47%,64.85%
Net Operating Cash Flow / Interest Income,47.16%,49.97%,34.93%,46.48%,67.58%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(23.07M),(11.49M),(32.94M),(35.04M),(32.2M)
Capital Expenditures (Fixed Assets),(23.07M),(11.49M),(32.94M),(35.04M),(32.2M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(368.58M),(297.91M),44M,(2.12B),(10.95B)
Purchase of Investments,(1.84B),(1.57B),(1.67B),(5.53B),(15.97B)
Sale/Maturity of Investments,1.47B,1.27B,1.72B,3.41B,5.02B
Increase in Loans,(4.06B),(4.15B),(2.69B),(9.78B),(16.74B)
Decrease in Loans,-,-,116.99M,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(4.54B),(4.49B),(2.52B),(11.87B),(27.72B)
Net Investing Cash Flow Growth,-,1.16%,43.81%,-370.39%,-133.50%
Net Investing Cash Flow / Interest Income,-309.10%,-262.82%,-132.02%,-614.61%,"-1,265.61%"
