Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.69B,2.56B,2.52B,2.11B,2.69B
Net Income Growth,-,51.93%,-1.64%,-16.34%,27.74%
"Depreciation, Depletion & Amortization",462M,461M,426M,427M,410M
Depreciation and Depletion,256M,272M,267M,273M,277M
Amortization of Intangible Assets,206M,189M,159M,154M,133M
Deferred Taxes & Investment Tax Credit,64M,34M,32M,(30M),(148M)
Deferred Taxes,64M,34M,32M,(30M),(148M)
Investment Tax Credit,-,-,-,-,-
Other Funds,31M,41M,(12M),51M,40M
Funds from Operations,2.24B,3.1B,2.97B,2.56B,3B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,158M,(288M),28M,250M,(439M)
Receivables,(138M),(60M),40M,95M,(240M)
Accounts Payable,39M,(46M),(16M),19M,37M
Other Assets/Liabilities,(121M),3M,8M,42M,(37M)
Net Operating Cash Flow,2.4B,2.81B,3B,2.81B,2.56B
Net Operating Cash Flow Growth,-,17.03%,6.55%,-6.28%,-8.91%
Net Operating Cash Flow / Sales,16.78%,19.03%,21.23%,22.32%,17.69%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(297M),(364M),(326M),(236M),(296M)
Capital Expenditures Growth,-,-22.56%,10.44%,27.61%,-25.42%
Capital Expenditures / Sales,-2.07%,-2.46%,-2.31%,-1.88%,-2.05%
Capital Expenditures (Fixed Assets),(297M),(364M),(326M),(236M),(296M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3M),-,(4M),-,(731M)
Sale of Fixed Assets & Businesses,16M,27M,145M,11M,8M
Purchase/Sale of Investments,43M,16M,20M,14M,38M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,43M,16M,20M,14M,38M
Other Uses,(10M),(4M),(18M),(3M),(3M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(251M),(325M),(183M),(214M),(984M)
Net Investing Cash Flow Growth,-,-29.48%,43.69%,-16.94%,-359.81%
Net Investing Cash Flow / Sales,-1.75%,-2.20%,-1.30%,-1.70%,-6.81%
