Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,530.23M,483.17M,545.03M,640.41M,1.09B
Net Income Growth,-,-8.88%,12.80%,17.50%,70.53%
"Depreciation, Depletion & Amortization",230.2M,294.08M,314.41M,299.5M,284M
Depreciation and Depletion,128.2M,157.08M,174.41M,180.23M,179.62M
Amortization of Intangible Assets,102M,137M,140M,119.27M,104.38M
Deferred Taxes & Investment Tax Credit,(46.54M),(2.18M),7.11M,(33.83M),(27.08M)
Deferred Taxes,(46.54M),(2.18M),7.11M,(33.83M),(27.08M)
Investment Tax Credit,-,-,-,-,-
Other Funds,31.52M,135.37M,99.54M,41.07M,20.72M
Funds from Operations,745.41M,910.43M,966.09M,947.15M,1.37B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(226.51M),(199.69M),97.94M,496.72M,(2.72M)
Receivables,(55.98M),241K,26.42M,93.59M,(16.23M)
Accounts Payable,45.14M,(77.62M),3.71M,(64.03M),283.19M
Other Assets/Liabilities,(11.81M),4.84M,52.35M,34.09M,(35.16M)
Net Operating Cash Flow,518.9M,710.74M,1.06B,1.44B,1.37B
Net Operating Cash Flow Growth,-,36.97%,49.71%,35.70%,-5.32%
Net Operating Cash Flow / Sales,5.33%,5.98%,8.51%,12.42%,10.44%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(179.09M),(250.03M),(265.73M),(172.7M),(293.47M)
Capital Expenditures Growth,-,-39.61%,-6.28%,35.01%,-69.93%
Capital Expenditures / Sales,-1.84%,-2.11%,-2.12%,-1.49%,-2.24%
Capital Expenditures (Fixed Assets),(179.09M),(250.03M),(265.73M),(172.7M),(293.47M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(513.09M),(1.21B),(27.3M),(7.36M),(123.9M)
Sale of Fixed Assets & Businesses,310M,27.66M,34.51M,21.89M,19.57M
Purchase/Sale of Investments,(7.66M),(60.3M),(7.59M),(7.72M),-
Purchase of Investments,(7.66M),(60.3M),(7.59M),(7.72M),-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,(20.96M)
Other Sources,5.24M,5.35M,-,-,-
Net Investing Cash Flow,(384.6M),(1.46B),(264.85M),(165.89M),(418.76M)
Net Investing Cash Flow Growth,-,-279.34%,81.85%,37.37%,-152.44%
Net Investing Cash Flow / Sales,-3.95%,-12.28%,-2.12%,-1.43%,-3.20%
