Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.87B,3.23B,2.25B,3.19B,7.01B
Net Income Growth,-,12.55%,-30.38%,41.86%,119.66%
"Depreciation, Depletion & Amortization",475M,800M,1.27B,1.27B,1.24B
Depreciation and Depletion,461M,597M,933M,1.01B,1.04B
Amortization of Intangible Assets,14M,203M,332M,262M,204M
Deferred Taxes & Investment Tax Credit,985M,234M,(509M),210M,603M
Deferred Taxes,985M,234M,(509M),210M,603M
Investment Tax Credit,-,-,-,-,-
Other Funds,(442M),741M,1.93B,1.12B,(5.47B)
Funds from Operations,3.89B,5B,4.93B,5.79B,3.37B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.27B),(1.18B),(634M),(1.49B),193M
Receivables,(631M),(95M),(213M),(125M),(424M)
Accounts Payable,570M,381M,617M,719M,376M
Other Assets/Liabilities,(1.08B),(1.17B),(840M),(1.86B),78M
Net Operating Cash Flow,2.61B,3.83B,4.3B,4.31B,3.57B
Net Operating Cash Flow Growth,-,46.46%,12.28%,0.19%,-17.14%
Net Operating Cash Flow / Sales,10.05%,12.72%,12.70%,11.70%,10.00%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(928M),(1.25B),(1.26B),(1.42B),(1.42B)
Capital Expenditures Growth,-,-34.59%,-1.20%,-12.34%,0.35%
Capital Expenditures / Sales,-3.57%,-4.15%,-3.74%,-3.86%,-3.97%
Capital Expenditures (Fixed Assets),(928M),(1.25B),(1.26B),(1.42B),(1.42B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(7.66B),-,-,-
Sale of Fixed Assets & Businesses,-,-,-,205M,3.48B
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,(11M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(889M),(8.88B),(1.21B),(1.21B),2.06B
Net Investing Cash Flow Growth,-,-898.65%,86.40%,-0.33%,269.94%
Net Investing Cash Flow / Sales,-3.42%,-29.50%,-3.57%,-3.29%,5.77%
