Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,351M,1.13B,2.36B,4.11B,1.46B
Net Income Growth,-,220.80%,109.77%,73.79%,-64.36%
"Depreciation, Depletion & Amortization",1.49B,1.49B,1.57B,1.67B,1.86B
Depreciation and Depletion,1.42B,1.47B,1.55B,1.65B,1.83B
Amortization of Intangible Assets,68M,21M,18M,20M,22M
Deferred Taxes & Investment Tax Credit,1.16B,(242M),189M,159M,(78M)
Deferred Taxes,1.16B,(242M),189M,159M,(78M)
Investment Tax Credit,-,-,-,-,-
Other Funds,526M,737M,(472M),(2.92B),(556M)
Funds from Operations,3.53B,3.11B,3.65B,3.01B,2.68B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,124M,404M,(560M),345M,1.52B
Receivables,205M,(188M),31M,(421M),(514M)
Accounts Payable,83M,96M,12M,73M,263M
Other Assets/Liabilities,(45M),464M,(581M),728M,1.86B
Net Operating Cash Flow,3.65B,3.52B,3.09B,3.35B,4.21B
Net Operating Cash Flow Growth,-,-3.70%,-12.17%,8.55%,25.54%
Net Operating Cash Flow / Sales,32.60%,34.89%,28.57%,29.53%,32.22%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.95B),(3.54B),(3.71B),(4.68B),(5.02B)
Capital Expenditures Growth,-,10.26%,-4.63%,-26.11%,-7.25%
Capital Expenditures / Sales,-35.27%,-35.17%,-34.30%,-41.19%,-38.40%
Capital Expenditures (Fixed Assets),(3.95B),(3.54B),(3.71B),(4.68B),(5.02B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(270M),(10.17B),(1.8B),(652M),(633M)
Sale of Fixed Assets & Businesses,213M,1.67B,904M,45M,3.24B
Purchase/Sale of Investments,(522M),(92M),(13M),(85M),30M
Purchase of Investments,(1.85B),(985M),(930M),(1.53B),(969M)
Sale/Maturity of Investments,1.32B,893M,917M,1.45B,999M
Other Uses,(2M),(287M),(12M),-,(305M)
Other Sources,35M,-,155M,466M,44M
Net Investing Cash Flow,(4.53B),(12.38B),(4.59B),(182M),(2.67B)
Net Investing Cash Flow Growth,-,-173.29%,62.94%,96.03%,"-1,365.93%"
Net Investing Cash Flow / Sales,-40.45%,-122.85%,-42.44%,-1.60%,-20.43%
