Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,262.29M,291.7M,326.5M,412.3M,565M
Net Income Growth,-,11.21%,11.93%,26.28%,37.04%
"Depreciation, Depletion & Amortization",103.25M,109.3M,401.4M,473.3M,491M
Depreciation and Depletion,66.73M,69.54M,163M,190.9M,204M
Amortization of Intangible Assets,36.52M,39.75M,238.4M,282.4M,287M
Deferred Taxes & Investment Tax Credit,(67.42M),(5.3M),(27.3M),29.4M,88M
Deferred Taxes,(67.42M),(5.3M),(27.3M),29.4M,88M
Investment Tax Credit,-,-,-,-,-
Other Funds,23.19M,26.21M,(16.3M),(59.1M),(8M)
Funds from Operations,321.31M,421.91M,684.3M,855.9M,1.14B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(132.5M),(107.24M),331.2M,(72.2M),(63M)
Receivables,(68.68M),(54.61M),(6.3M),315M,(76M)
Accounts Payable,(91.72M),48.76M,(144.3M),(269M),109M
Other Assets/Liabilities,8.1M,(32.14M),227.1M,(264.5M),(135M)
Net Operating Cash Flow,188.81M,314.67M,1.02B,783.7M,1.07B
Net Operating Cash Flow Growth,-,66.66%,222.72%,-22.83%,36.91%
Net Operating Cash Flow / Sales,4.86%,7.21%,12.38%,10.37%,13.72%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(89.47M),(93.31M),(185.3M),(136.4M),(130M)
Capital Expenditures Growth,-,-4.29%,-98.60%,26.39%,4.69%
Capital Expenditures / Sales,-2.30%,-2.14%,-2.26%,-1.81%,-1.66%
Capital Expenditures (Fixed Assets),(89.47M),(93.31M),(185.3M),(136.4M),(130M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(945.3M),(51.15M),(3B),(40.3M),(435M)
Sale of Fixed Assets & Businesses,1.29M,11.29M,3.9M,21.3M,25M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(14.12M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.03B),(147.29M),(3.18B),(155.4M),(540M)
Net Investing Cash Flow Growth,-,85.75%,"-2,057.56%",95.11%,-247.49%
Net Investing Cash Flow / Sales,-26.62%,-3.38%,-38.75%,-2.06%,-6.90%
