Item,2022,2021,2020,2019,2018
Net Income before Extraordinaries,292M,(6.59B),5.55B,(4.91B),(22.44B)
Net Income Growth,-,"-2,357.19%",184.15%,-188.57%,-356.90%
"Depreciation, Depletion & Amortization",3.54B,3.01B,3.46B,5.6B,6.58B
Depreciation and Depletion,-,-,2.13B,4.03B,4.42B
Amortization of Intangible Assets,-,-,1.34B,1.57B,2.16B
Deferred Taxes & Investment Tax Credit,(651M),(1.45B),(1.93B),(1.22B),(1.31B)
Deferred Taxes,-,-,(1.93B),(1.22B),(1.31B)
Investment Tax Credit,-,-,-,-,-
Other Funds,329M,11.73B,(5.89B),6.78B,20.65B
Funds from Operations,3.51B,6.69B,1.19B,6.24B,3.48B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,2.4B,(3.36B),2.38B,2.53B,1.5B
Receivables,-,-,312M,(2.85B),(358M)
Accounts Payable,-,-,(582M),2.67B,1.55B
Other Assets/Liabilities,-,-,1.54B,4.29B,665M
Net Operating Cash Flow,5.92B,3.33B,3.57B,8.77B,4.98B
Net Operating Cash Flow Growth,-,-43.68%,7.08%,145.85%,-43.25%
Net Operating Cash Flow / Sales,7.73%,4.49%,4.71%,9.23%,5.06%
Item,2022,2021,2020,2019,2018
Capital Expenditures,(1.48B),(1.36B),(1.73B),(6.1B),(6.95B)
Capital Expenditures Growth,-,8.29%,-27.11%,-252.31%,-13.98%
Capital Expenditures / Sales,-1.94%,-1.83%,-2.28%,-6.41%,-7.06%
Capital Expenditures (Fixed Assets),-,-,(1.58B),(5.81B),(6.63B)
Capital Expenditures (Other Assets),-,-,(151M),(282M),(320M)
Net Assets from Acquisitions,(30M),(1.55B),(85M),(68M),(1M)
Sale of Fixed Assets & Businesses,4.94B,26.67B,21.18B,17.65B,12.55B
Purchase/Sale of Investments,(876M),(1.29B),(1.35B),(1.62B),-
Purchase of Investments,-,-,(1.35B),(1.62B),-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(726M),(2.4B),(2.63B),(2.05B),(645M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,2.27B,21.31B,16.67B,8.94B,18.28B
Net Investing Cash Flow Growth,-,838.68%,-21.76%,-46.38%,104.50%
Net Investing Cash Flow / Sales,2.96%,28.73%,21.99%,9.40%,18.57%
