Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,3.12B,2.55B,1.38B,(550M),3.31B
Net Income Growth,-,-18.30%,-46.02%,-139.97%,702.55%
"Depreciation, Depletion & Amortization",2.2B,2.28B,2.98B,2.84B,2.77B
Depreciation and Depletion,2.12B,2.2B,2.88B,2.77B,2.69B
Amortization of Intangible Assets,80M,82M,95M,69M,79M
Deferred Taxes & Investment Tax Credit,(3M),517M,216M,(324M),487M
Deferred Taxes,(3M),517M,216M,(324M),487M
Investment Tax Credit,-,-,-,-,-
Other Funds,(43M),(332M),1.52B,4.06B,(358M)
Funds from Operations,5.28B,5.01B,6.09B,6.02B,6.21B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(774M),(241M),(886M),(796M),(2.17B)
Receivables,(103M),(110M),(71M),(238M),(183M)
Accounts Payable,(89M),67M,(225M),35M,156M
Other Assets/Liabilities,(661M),(157M),(422M),(579M),(2.11B)
Net Operating Cash Flow,4.5B,4.77B,5.2B,5.23B,4.04B
Net Operating Cash Flow Growth,-,6.02%,9.03%,0.44%,-22.77%
Net Operating Cash Flow / Sales,36.00%,35.47%,36.50%,36.95%,28.91%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(5.91B),(4.41B),(5.32B),(6.33B),(6.06B)
Capital Expenditures Growth,-,25.45%,-20.79%,-18.98%,4.26%
Capital Expenditures / Sales,-47.25%,-32.74%,-37.32%,-44.75%,-43.40%
Capital Expenditures (Fixed Assets),(5.91B),(4.41B),(5.32B),(6.33B),(6.06B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,495M
Purchase/Sale of Investments,(204M),1.9B,201M,3.4B,706M
Purchase of Investments,(2.31B),(2.32B),(1.96B),(4.71B),(4.96B)
Sale/Maturity of Investments,2.11B,4.22B,2.16B,8.11B,5.67B
Other Uses,-,(13M),-,-,(1.39B)
Other Sources,9M,-,-,-,-
Net Investing Cash Flow,(5.94B),(2.36B),(4.62B),(2.92B),(6.25B)
Net Investing Cash Flow Growth,-,60.32%,-96.01%,36.91%,-114.23%
Net Investing Cash Flow / Sales,-47.52%,-17.52%,-32.41%,-20.61%,-44.74%
