Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,20.31M,593.79M,592.2M,521.57M,692.84M
Net Income Growth,-,"2,823.51%",-0.27%,-11.93%,32.84%
"Depreciation, Depletion & Amortization",106M,108.41M,105.3M,125.36M,131.68M
Depreciation and Depletion,61.45M,57.95M,53.84M,68.69M,71.56M
Amortization of Intangible Assets,44.55M,50.46M,51.46M,56.68M,60.12M
Deferred Taxes & Investment Tax Credit,45.51M,2.41M,9.62M,(2.69M),16.63M
Deferred Taxes,45.51M,2.41M,9.62M,(2.69M),16.63M
Investment Tax Credit,-,-,-,-,-
Other Funds,44.44M,37.54M,38.58M,43.81M,20.21M
Funds from Operations,216.26M,742.15M,745.69M,688.05M,861.37M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,481.38M,(137.7M),(102.6M),102.46M,(114.09M)
Receivables,(24.01M),(47.92M),(22.2M),37.47M,(62.45M)
Accounts Payable,3.18M,(81.66M),9.78M,140.6M,46.11M
Other Assets/Liabilities,501.49M,17.28M,(58.34M),(94.55M),(30.51M)
Net Operating Cash Flow,697.64M,604.45M,643.09M,790.51M,747.27M
Net Operating Cash Flow Growth,-,-13.36%,6.39%,22.92%,-5.47%
Net Operating Cash Flow / Sales,30.21%,24.98%,26.72%,33.42%,26.82%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(90.47M),(96.08M),(163.82M),(172.38M),(168.27M)
Capital Expenditures Growth,-,-6.20%,-70.51%,-5.23%,2.39%
Capital Expenditures / Sales,-3.92%,-3.97%,-6.81%,-7.29%,-6.04%
Capital Expenditures (Fixed Assets),(90.47M),(96.08M),(163.82M),(172.38M),(161.27M)
Capital Expenditures (Other Assets),-,-,-,-,(7M)
Net Assets from Acquisitions,-,(31.49M),-,(80.55M),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(445.28M),1.81B,932.63M,(11.17M),(63.36M)
Purchase of Investments,(2.97B),(1.01B),(45.79M),(32.03M),(281.45M)
Sale/Maturity of Investments,2.52B,2.82B,978.42M,20.86M,218.08M
Other Uses,-,-,-,-,-
Other Sources,3.89M,-,10.61M,15.24M,3.55M
Net Investing Cash Flow,(535.75M),1.68B,768.8M,(264.09M),(231.63M)
Net Investing Cash Flow Growth,-,414.19%,-54.33%,-134.35%,12.29%
Net Investing Cash Flow / Sales,-23.20%,69.56%,31.95%,-11.17%,-8.31%
