Item,2017,2018,2019,2020,2021
Funds from Operations,648.53M,592.25M,706.26M,700.48M,723.33M
Funds from Operations Growth,-,-8.68%,19.25%,-0.82%,3.26%
Changes in Working Capital,(13.29M),11.11M,(3.11M),(46.83M),(22.01M)
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,-,-,-,-,-
Other Assets/Liabilities,(13.29M),11.11M,(3.11M),(46.83M),(22.01M)
Net Operating Cash Flow,635.24M,603.36M,703.15M,653.66M,701.32M
Net Operating Cash Flow Growth,-,-5.02%,16.54%,-7.04%,7.29%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(126.15M),(117.21M),(184.35M),(174.11M),(166.52M)
Capital Expenditures Growth,-,7.09%,-57.28%,5.55%,4.36%
Capital Expenditures (Fixed Assets),(126.15M),(117.21M),(184.35M),(174.11M),(166.52M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(397.62M),(38.02M),(1.56B),(334.54M),(1.14B)
Purchase of Investments,(469.18M),(285.05M),(1.6B),(612.43M),(1.53B)
Sale/Maturity of Investments,71.56M,247.03M,38M,277.89M,391.77M
Other Uses,-,(1M),(12.16M),(1.53M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(523.77M),(156.23M),(1.76B),(510.18M),(1.31B)
