Item,2018,2019,2020,2021,2022
Funds from Operations,935M,860M,826M,896M,1.22B
Funds from Operations Growth,-,-8.02%,-3.95%,8.47%,36.27%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,(314M),427M,1.9B,2.12B,773M
Net Operating Cash Flow Growth,-,235.99%,344.50%,11.64%,-63.52%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(30M),(57M),(74M),(77M),(91M)
Capital Expenditures Growth,-,-90.00%,-29.82%,-4.05%,-18.18%
Capital Expenditures (Fixed Assets),(30M),(57M),(74M),(77M),(91M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(755M),(129M),(134M)
Sale of Fixed Assets & Businesses,190M,-,-,-,-
Purchase/Sale of Investments,1B,(234M),427M,(1.38B),(515M)
Purchase of Investments,(1.44B),(2.54B),(670M),(2.71B),(1.91B)
Sale/Maturity of Investments,2.45B,2.3B,1.1B,1.33B,1.4B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(18M),(2M),-,(63M),(50M)
Other Sources,-,-,2M,-,-
Net Investing Cash Flow,1.14B,(293M),(400M),(1.65B),(790M)
Net Investing Cash Flow Growth,-,-125.63%,-36.52%,-313.25%,52.21%
