Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,339.78M,460.27M,367.37M,279M,(1.86B)
Net Income Growth,-,35.46%,-20.18%,-24.06%,-768.10%
"Depreciation, Depletion & Amortization",173.79M,323.33M,325.36M,1.16B,1.18B
Depreciation and Depletion,97.91M,130.23M,132.75M,424M,452M
Amortization of Intangible Assets,75.88M,193.1M,192.61M,732M,727M
Deferred Taxes & Investment Tax Credit,19.4M,(59.28M),(67.72M),(236M),(237M)
Deferred Taxes,19.4M,(59.28M),(67.72M),(236M),(237M)
Investment Tax Credit,-,-,-,-,-
Other Funds,32.33M,13.14M,15.36M,384M,2.37B
Funds from Operations,565.31M,737.45M,640.37M,1.58B,1.45B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(127.73M),(38.49M),73.73M,(146M),(1.05B)
Receivables,(117.64M),59.56M,(60.98M),(169M),(117M)
Accounts Payable,(2.29M),55.46M,27.92M,419M,(57M)
Other Assets/Liabilities,(57.66M),(74.51M),(12.63M),(133M),(41M)
Net Operating Cash Flow,437.58M,698.97M,714.1M,1.44B,397M
Net Operating Cash Flow Growth,-,59.74%,2.17%,101.23%,-72.37%
Net Operating Cash Flow / Sales,11.00%,13.60%,14.05%,12.33%,3.19%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(173.42M),(242.05M),(191.79M),(397M),(506M)
Capital Expenditures Growth,-,-39.57%,20.76%,-106.99%,-27.46%
Capital Expenditures / Sales,-4.36%,-4.71%,-3.77%,-3.41%,-4.07%
Capital Expenditures (Fixed Assets),(170.09M),(242.05M),(191.79M),(397M),(504M)
Capital Expenditures (Other Assets),(3.33M),-,-,-,(2M)
Net Assets from Acquisitions,(4.86B),(49.07M),(21.57M),-,(157M)
Sale of Fixed Assets & Businesses,18.33M,42.11M,17.19M,379M,1.19B
Purchase/Sale of Investments,(2.64M),-,(14.6M),-,-
Purchase of Investments,(2.64M),-,(14.6M),-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(4.66M),-,-,-
Other Sources,12.51M,-,-,-,-
Net Investing Cash Flow,(5.01B),(225.87M),(209.03M),(18M),698M
Net Investing Cash Flow Growth,-,95.49%,7.45%,91.39%,"3,977.78%"
Net Investing Cash Flow / Sales,-126.04%,-4.39%,-4.11%,-0.15%,5.61%
