Item,2017,2018,2019,2020,2021
Funds from Operations,4.08B,3.26B,3.63B,3.76B,4.38B
Funds from Operations Growth,-,-20.23%,11.39%,3.56%,16.61%
Changes in Working Capital,121M,(126M),(587M),9M,335M
Receivables,(521M),4M,(433M),(313M),(322M)
Inventories,-,-,-,-,-
Accounts Payable,308M,43M,(111M),(115M),342M
Other Assets/Liabilities,58M,57M,(101M),(50M),(97M)
Net Operating Cash Flow,4.2B,3.13B,3.04B,3.77B,4.72B
Net Operating Cash Flow Growth,-,-25.52%,-2.87%,23.84%,25.23%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(155M),(204M),(254M),(194M),(341M)
Capital Expenditures Growth,-,-31.61%,-24.51%,23.62%,-75.77%
Capital Expenditures (Fixed Assets),(155M),(204M),(254M),(194M),(341M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(102M),(699M),(1.51B),-,(1.11B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(605M),39M,(407M),(243M),(585M)
Purchase of Investments,(771M),(410M),(824M),(590M),(1.34B)
Sale/Maturity of Investments,166M,449M,417M,347M,752M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(862M),(864M),(2.17B),(277M),(1.71B)
