Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,5.19B,5.92B,6.03B,4.73B,7.55B
Net Income Growth,-,14.10%,1.71%,-21.49%,59.50%
"Depreciation, Depletion & Amortization",1.36B,1.48B,1.62B,1.75B,1.87B
Depreciation and Depletion,1.23B,1.3B,1.39B,1.47B,1.53B
Amortization of Intangible Assets,135.9M,179.1M,225.7M,282M,337.4M
Deferred Taxes & Investment Tax Credit,(36.4M),102.6M,149.7M,6.4M,(428.3M)
Deferred Taxes,(36.4M),102.6M,149.7M,6.4M,(428.3M)
Investment Tax Credit,-,-,-,-,-
Other Funds,12.4M,(69.5M),30.6M,(11M),(297.7M)
Funds from Operations,6.53B,7.44B,7.82B,6.48B,8.69B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(980.5M),(472.7M),298.5M,(212.1M),454.2M
Receivables,(340.7M),(479.4M),27M,(6.8M),309.9M
Accounts Payable,(59.7M),129.4M,(26.8M),(137.5M),225M
Other Assets/Liabilities,(37.3M),(1.9M),128.8M,(68.6M),(62.2M)
Net Operating Cash Flow,5.55B,6.97B,8.12B,6.27B,9.14B
Net Operating Cash Flow Growth,-,25.50%,16.58%,-22.86%,45.91%
Net Operating Cash Flow / Sales,24.33%,33.13%,38.02%,32.62%,39.36%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.85B),(2.74B),(2.39B),(1.64B),(2.04B)
Capital Expenditures Growth,-,-47.90%,12.69%,31.45%,-24.33%
Capital Expenditures / Sales,-8.12%,-13.04%,-11.20%,-8.54%,-8.78%
Capital Expenditures (Fixed Assets),(1.85B),(2.74B),(2.39B),(1.64B),(2.04B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(77M),(101.7M),(540.9M),(66.1M),(374.2M)
Sale of Fixed Assets & Businesses,2.74B,691.2M,492M,103.7M,302.4M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(71.9M),(302.9M),(628.5M),-,(53.9M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,736M,(2.46B),(3.07B),(1.55B),(2.17B)
Net Investing Cash Flow Growth,-,-433.57%,-25.09%,49.67%,-40.10%
Net Investing Cash Flow / Sales,3.23%,-11.68%,-14.37%,-8.05%,-9.33%
