Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,3.92B,5.86B,8.12B,6.41B,8.69B
Net Income Growth,-,49.66%,38.56%,-21.03%,35.50%
"Depreciation, Depletion & Amortization",437M,459M,522M,580M,726M
Depreciation and Depletion,185M,209M,237M,277M,302M
Amortization of Intangible Assets,252M,250M,285M,303M,424M
Deferred Taxes & Investment Tax Credit,86M,(244M),(7M),73M,(69M)
Deferred Taxes,86M,(244M),(7M),73M,(69M)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.4B,1.46B,1.25B,1.31B,1.04B
Funds from Operations,5.84B,7.54B,9.88B,8.37B,10.38B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(286M),(1.31B),(1.99B),(1.48B),(1.09B)
Receivables,(726M),(1.52B),(892M),1.2B,(94M)
Accounts Payable,290M,101M,(42M),26M,100M
Other Assets/Liabilities,(424M),(1.2B),(1.05B),(2.52B),(2.45B)
Net Operating Cash Flow,5.56B,6.23B,7.89B,6.9B,9.29B
Net Operating Cash Flow Growth,-,12.13%,26.71%,-12.61%,34.62%
Net Operating Cash Flow / Sales,44.45%,41.67%,46.75%,45.08%,49.18%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(423M),(504M),(728M),(708M),(814M)
Capital Expenditures Growth,-,-19.15%,-44.44%,2.75%,-14.97%
Capital Expenditures / Sales,-3.38%,-3.37%,-4.31%,-4.63%,-4.31%
Capital Expenditures (Fixed Assets),(300M),(330M),(422M),(339M),(407M)
Capital Expenditures (Other Assets),(123M),(174M),(306M),(369M),(407M)
Net Assets from Acquisitions,(1.18B),-,(1.44B),(1.04B),(4.57B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(182M),12M,532M,(10M),(55M)
Purchase of Investments,(2.01B),(1.9B),(1.33B),(632M),(911M)
Sale/Maturity of Investments,1.82B,1.91B,1.86B,622M,856M
Other Uses,-,(14M),(4M),(175M),-
Other Sources,-,-,-,69M,-
Net Investing Cash Flow,(1.78B),(506M),(1.64B),(1.93B),(5.41B)
Net Investing Cash Flow Growth,-,71.56%,-224.11%,-17.56%,-180.34%
Net Investing Cash Flow / Sales,-14.24%,-3.38%,-9.71%,-12.60%,-28.62%
