Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.31B,616.3M,637.4M,358.7M,442.1M
Cash & Short Term Investments Growth,-,-52.91%,3.42%,-43.72%,23.25%
Cash Only,1.31B,616.3M,637.4M,358.7M,442.1M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.59%,2.23%,2.31%,1.29%,1.61%
Total Accounts Receivable,1.09B,991.6M,879.4M,968.5M,1.09B
Total Accounts Receivable Growth,-,-8.75%,-11.32%,10.13%,12.72%
"Accounts Receivables, Net",932.3M,808.3M,678.9M,761.2M,885.2M
"Accounts Receivables, Gross",948.3M,828.3M,697.9M,761.2M,885.2M
Bad Debt/Doubtful Accounts,(16M),(20M),(19M),-,-
Other Receivable,154.4M,183.3M,-,-,-
Accounts Receivable Turnover,2.70,2.85,2.98,2.29,2.68
Inventories,749.5M,806.5M,804.7M,935.8M,872.4M
Finished Goods,330.6M,364M,351.5M,423.3M,394M
Work in Progress,82.7M,77.7M,71.8M,72.9M,77.2M
Raw Materials,336.2M,364.8M,381.4M,439.6M,401.2M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,457M,505.5M,457.2M,607.6M,465.7M
Miscellaneous Current Assets,457M,505.5M,457.2M,607.6M,465.7M
Total Current Assets,3.6B,2.92B,2.78B,2.87B,2.87B
"Net Property, Plant & Equipment",4.31B,4.24B,4.31B,4.33B,4.3B
"Property, Plant & Equipment - Gross",-,-,7.82B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,507.1M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,3.51B,-,-
Total Investments and Advances,102.7M,112.5M,77.7M,112.9M,43.2M
Other Long-Term Investments,102.7M,112.5M,77.7M,112.9M,43.2M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,19.66B,19.5B,19.44B,19.38B,19.14B
Net Goodwill,6.16B,6.15B,6.15B,6.16B,6.15B
Net Other Intangibles,13.5B,13.35B,-,-,-
Other Assets,852.2M,875.1M,1.01B,1.03B,1.03B
Total Assets,28.52B,27.64B,27.62B,27.72B,27.39B
Total Assets Growth,-,-3.07%,-0.09%,0.37%,-1.20%
