Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,390.64M,358.68M,346.77M,340.3M,348.65M
Cash & Short Term Investments Growth,-,-8.18%,-3.32%,-1.87%,2.45%
Cash Only,390.64M,358.68M,346.77M,340.3M,348.65M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.32%,3.07%,2.91%,2.84%,2.91%
Total Accounts Receivable,827.9M,851.37M,924.49M,957.16M,992.98M
Total Accounts Receivable Growth,-,2.84%,8.59%,3.53%,3.74%
"Accounts Receivables, Net",827.9M,851.37M,924.49M,957.16M,992.98M
"Accounts Receivables, Gross",827.9M,851.37M,935.69M,957.16M,992.98M
Bad Debt/Doubtful Accounts,-,-,(11.2M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.67,1.69,1.63,1.52,1.53
Inventories,711.62M,738.69M,769.18M,866.47M,966.61M
Finished Goods,97.92M,87.37M,89.99M,106.67M,117.96M
Work in Progress,138.95M,137.28M,122.36M,142.47M,149M
Raw Materials,474.75M,514.04M,556.83M,617.33M,699.65M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,111.92M,113.08M,88.33M,108.88M,103.37M
Miscellaneous Current Assets,111.92M,113.08M,88.33M,108.88M,103.37M
Total Current Assets,2.04B,2.06B,2.13B,2.27B,2.41B
"Net Property, Plant & Equipment",777.53M,766.56M,787.06M,780.29M,765.98M
"Property, Plant & Equipment - Gross",-,-,1.7B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,10.09M,10.46M,10.7M,11.28M,11.37M
Other Long-Term Investments,10.09M,10.46M,10.7M,11.28M,11.37M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,8.61B,8.53B,8.61B,8.53B,8.41B
Net Goodwill,5.14B,5.18B,5.24B,5.22B,5.17B
Net Other Intangibles,3.47B,3.34B,-,-,-
Other Assets,312.07M,315.01M,337.3M,376.34M,388.16M
Total Assets,11.76B,11.68B,11.9B,11.97B,11.98B
Total Assets Growth,-,-0.64%,1.87%,0.62%,0.11%
