Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,663.62M,655.19M,569.29M,503.1M,419.79M
Cash & Short Term Investments Growth,-,-1.27%,-13.11%,-11.63%,-16.56%
Cash Only,460.06M,524.7M,501.23M,480.07M,418.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,21.38%,21.03%,18.39%,16.54%,13.81%
Total Accounts Receivable,543.07M,532.96M,612.65M,607.26M,639.45M
Total Accounts Receivable Growth,-,-1.86%,14.95%,-0.88%,5.30%
"Accounts Receivables, Net",543.07M,532.96M,612.65M,607.26M,639.45M
"Accounts Receivables, Gross",557.87M,542.52M,625.88M,620.41M,652.8M
Bad Debt/Doubtful Accounts,(14.8M),(9.56M),(13.23M),(13.14M),(13.35M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.26,1.24,1.37,1.14,1.12
Inventories,348.77M,388.76M,356.1M,381.9M,409.92M
Finished Goods,175.98M,204.93M,171.13M,189.49M,204.98M
Work in Progress,23.22M,25.3M,19.73M,24.09M,24.29M
Raw Materials,149.56M,158.53M,165.24M,168.32M,180.66M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,83.09M,81.17M,90.91M,92.92M,95.16M
Miscellaneous Current Assets,83.09M,81.17M,90.91M,92.92M,95.16M
Total Current Assets,1.64B,1.66B,1.63B,1.59B,1.56B
"Net Property, Plant & Equipment",616.01M,614.91M,632.65M,634.14M,631.92M
"Property, Plant & Equipment - Gross",-,-,1.31B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,673.52M,-,-
Total Investments and Advances,-,-,-,-,31.17M
Other Long-Term Investments,-,-,-,-,31.17M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,686.66M,682.83M,680.27M,672.22M,653.11M
Net Goodwill,439.83M,436.75M,437.87M,435.81M,428.01M
Net Other Intangibles,246.84M,246.08M,-,-,-
Other Assets,162.43M,160.1M,153.08M,149.74M,160.05M
Total Assets,3.1B,3.12B,3.09B,3.04B,3.04B
Total Assets Growth,-,0.40%,-0.67%,-1.73%,-0.02%
