Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,7.35B,7.5B,8.48B,7.91B,6.94B
Cash & Short Term Investments Growth,-,2.12%,13.04%,-6.69%,-12.26%
Cash Only,6.8B,6.99B,8.01B,7.46B,6.51B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,21.04%,21.19%,22.51%,21.29%,19.16%
Total Accounts Receivable,3.79B,3.77B,4.46B,4.14B,4.32B
Total Accounts Receivable Growth,-,-0.53%,18.43%,-7.20%,4.28%
"Accounts Receivables, Net",2.85B,2.9B,3.14B,3.04B,3.25B
"Accounts Receivables, Gross",2.85B,2.9B,3.14B,3.04B,3.25B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,937M,861M,-,-,-
Accounts Receivable Turnover,1.20,1.32,1.17,1.25,1.27
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.95B,4.12B,4.01B,3.9B,3.95B
Miscellaneous Current Assets,2.57B,2.65B,2.59B,2.52B,2.52B
Total Current Assets,15.08B,15.38B,16.95B,15.95B,15.21B
"Net Property, Plant & Equipment",1.84B,1.86B,1.91B,1.96B,1.95B
"Property, Plant & Equipment - Gross",3.35B,3.43B,3.52B,3.64B,3.69B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.51B,1.57B,1.61B,1.68B,1.74B
Total Investments and Advances,1.6B,1.68B,1.83B,1.77B,1.63B
Other Long-Term Investments,934M,1.2B,1.21B,1.31B,1.31B
Long-Term Note Receivables,884M,974M,1.13B,1.21B,1.11B
Intangible Assets,11.27B,11.13B,11.33B,11.3B,11.2B
Net Goodwill,7.66B,7.57B,7.66B,7.63B,7.52B
Net Other Intangibles,3.61B,3.56B,-,-,-
Other Assets,3.79B,3.91B,4.03B,4.17B,4.21B
Total Assets,34.91B,35.41B,37.67B,37.16B,36.23B
Total Assets Growth,-,1.43%,6.38%,-1.34%,-2.51%
