Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.97B,3.06B,2.99B,2.6B,1.78B
Cash & Short Term Investments Growth,-,3.26%,-2.42%,-13.00%,-31.60%
Cash Only,2.6B,2.39B,2.28B,1.87B,1.46B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,37.25%,37.45%,36.73%,33.66%,25.58%
Total Accounts Receivable,498M,543.7M,542.2M,542.8M,484.3M
Total Accounts Receivable Growth,-,9.18%,-0.28%,0.11%,-10.78%
"Accounts Receivables, Net",367.2M,419.3M,410.7M,405.4M,350.4M
"Accounts Receivables, Gross",584.7M,650M,630.4M,620.1M,535.5M
Bad Debt/Doubtful Accounts,(217.5M),(230.7M),(219.7M),(214.7M),(185.1M)
Other Receivable,130.8M,124.4M,-,-,-
Accounts Receivable Turnover,2.76,2.77,3.35,2.81,3.08
Inventories,803M,928.2M,929.1M,977.3M,1.18B
Finished Goods,803M,928.2M,929.1M,977.3M,1.18B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,111.3M,98.3M,107.5M,97.2M,136.6M
Miscellaneous Current Assets,64.5M,55.5M,62.2M,59.8M,70.3M
Total Current Assets,4.38B,4.63B,4.57B,4.22B,3.58B
"Net Property, Plant & Equipment",2.16B,2.12B,2.1B,2.08B,1.99B
"Property, Plant & Equipment - Gross",4.4B,4.4B,4.4B,4.33B,4.23B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,554.6M,557.6M,561.2M,532.1M,532.1M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.25B,2.28B,2.31B,2.25B,2.24B
Total Investments and Advances,13.2M,20.2M,30.3M,42.3M,76M
Other Long-Term Investments,13.2M,20.2M,30.3M,42.3M,76M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.05B,1.05B,1.03B,1.01B,985.5M
Net Goodwill,937.8M,933.1M,920M,908.7M,886.5M
Net Other Intangibles,116.6M,112.2M,-,-,-
Other Assets,70M,68.3M,73.8M,68.9M,63.3M
Total Assets,7.96B,8.18B,8.14B,7.72B,6.95B
Total Assets Growth,-,2.70%,-0.50%,-5.05%,-10.01%
