Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,2.42B,3.15B,2.33B,2.74B,3.17B
Cash Growth,-,30.11%,-25.86%,17.55%,15.76%
Total Investment Assets,101.99B,102.89B,104.72B,103.18B,93.48B
Investments Growth,-,0.88%,1.78%,-1.47%,-9.40%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,1.94B,1.97B,2.08B,2.14B,2.07B
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,1.29B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,1.68B,1.71B,1.84B,2.37B,4.68B
Premium Balance Growth,-,2.24%,7.54%,28.88%,97.27%
"Net Property, Plant & Equipment",1.03B,1.07B,1.04B,1.02B,993.3M
Investment in Unconsolidated Subs.,3.98B,4.01B,4.18B,-,4.36B
Other Assets (Including Intangibles),191.07B,186.09B,190.54B,182.22B,162.93B
Separate & Variable Account Assets,182.82B,177.85B,182.35B,173.52B,153.82B
Deferred Charges,3.77B,3.88B,3.98B,4.3B,4.54B
Tangible Other Assets,1.1B,1.08B,990.2M,1.14B,1.43B
Intangible Assets,3.38B,3.28B,3.23B,3.26B,3.13B
Total Assets,302.17B,298.91B,304.66B,291.54B,269.62B
Assets - Total - 1 Year Growth,-,-1.08%,1.92%,-4.31%,-7.52%
Return On Average Assets,-,-,-,-,0.57%
