Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.09B,1.24B,1.17B,1.01B,899.64M
Cash & Short Term Investments Growth,-,13.94%,-5.37%,-13.53%,-11.18%
Cash Only,1.09B,1.24B,1.1B,926.12M,877.5M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,20.13%,21.91%,19.71%,17.04%,15.48%
Total Accounts Receivable,808.08M,855.04M,897.2M,1.09B,1.04B
Total Accounts Receivable Growth,-,5.81%,4.93%,21.02%,-3.96%
"Accounts Receivables, Net",808.08M,855.04M,897.2M,950.89M,931.85M
"Accounts Receivables, Gross",817.51M,864.21M,906.44M,960.66M,941.37M
Bad Debt/Doubtful Accounts,(9.43M),(9.17M),(9.25M),(9.76M),(9.52M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.25,1.19,1.15,0.90,0.93
Inventories,178.75M,207.12M,230.23M,275.67M,310.05M
Finished Goods,51.23M,51.57M,55.29M,62.37M,68.72M
Work in Progress,37.51M,51.53M,51.71M,79.5M,82.29M
Raw Materials,90.02M,104.02M,123.23M,133.81M,159.04M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,158.64M,155.33M,195.31M,106.4M,124.28M
Miscellaneous Current Assets,158.64M,155.33M,125.09M,32.33M,62.65M
Total Current Assets,2.23B,2.46B,2.49B,2.48B,2.38B
"Net Property, Plant & Equipment",1.05B,1.1B,1.2B,1.27B,1.3B
"Property, Plant & Equipment - Gross",-,-,1.56B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,117.99M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,359.1M,-,-
Total Investments and Advances,-,8.6M,125.32M,107.7M,77.55M
Other Long-Term Investments,-,8.6M,125.32M,107.7M,77.55M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,549.9M,542.39M,528.26M,515.46M,483.92M
Net Goodwill,432.18M,426.59M,418.55M,411.97M,390.1M
Net Other Intangibles,117.72M,115.79M,-,-,-
Other Assets,47.28M,46.07M,57.51M,57.69M,52.84M
Total Assets,5.4B,5.65B,5.94B,5.94B,5.81B
Total Assets Growth,-,4.72%,5.17%,0.02%,-2.24%
