Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,965.9M,735.5M,780M,861.1M,812.9M
Cash & Short Term Investments Growth,-,-23.85%,6.05%,10.40%,-5.60%
Cash Only,965.9M,735.5M,780M,861.1M,812.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.22%,11.18%,11.54%,12.49%,11.84%
Total Accounts Receivable,1.28B,1.32B,1.34B,1.38B,1.37B
Total Accounts Receivable Growth,-,2.43%,1.46%,3.08%,-0.12%
"Accounts Receivables, Net",1.28B,1.32B,1.34B,1.38B,1.37B
"Accounts Receivables, Gross",1.31B,1.35B,1.36B,1.4B,1.4B
Bad Debt/Doubtful Accounts,(29.5M),(31.5M),(27.3M),(28.4M),(28.1M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.91,0.85,0.90,0.86,0.89
Inventories,760.9M,789.6M,803.8M,864.1M,893.3M
Finished Goods,648.1M,674.2M,686.5M,730.7M,756.7M
Work in Progress,64.4M,63.7M,64.3M,68.7M,69.7M
Raw Materials,133.2M,137.6M,140.2M,153.4M,157.6M
Progress Payments & Other,(84.8M),(85.9M),(87.2M),(88.7M),(90.7M)
Other Current Assets,138.3M,133.4M,134.6M,134.7M,150.1M
Miscellaneous Current Assets,138.3M,133.4M,134.6M,134.7M,150.1M
Total Current Assets,3.15B,2.97B,3.05B,3.24B,3.23B
"Net Property, Plant & Equipment",578.5M,573.8M,570.1M,563.2M,560.1M
"Property, Plant & Equipment - Gross",1.57B,1.58B,1.58B,1.58B,1.57B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,996.3M,1B,1.01B,1.02B,1.01B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,1.5B,1.49B,1.49B,1.48B,1.5B
Intangible Assets,1.43B,1.42B,1.42B,1.37B,1.33B
Net Goodwill,1.18B,1.17B,1.12B,1.08B,1.05B
Net Other Intangibles,255.2M,249.6M,-,-,-
Other Assets,74.2M,72.6M,176.3M,176.6M,174.1M
Total Assets,6.79B,6.58B,6.76B,6.9B,6.86B
Total Assets Growth,-,-3.10%,2.72%,2.00%,-0.45%
