Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.58B,2.08B,1.8B,1.66B,1.72B
Cash & Short Term Investments Growth,-,31.35%,-13.47%,-7.56%,3.73%
Cash Only,1.58B,2.08B,1.8B,1.66B,1.72B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.26%,1.63%,1.41%,1.29%,1.32%
Total Accounts Receivable,2.73B,2.91B,2.96B,3.06B,3.52B
Total Accounts Receivable Growth,-,6.57%,1.96%,3.44%,15.01%
"Accounts Receivables, Net",2.73B,2.91B,2.96B,3.06B,3.52B
"Accounts Receivables, Gross",2.81B,2.98B,3.04B,3.15B,3.62B
Bad Debt/Doubtful Accounts,(88M),(72M),(78M),(89M),(94M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.94,2.15,1.95,2.17,2.05
Inventories,2.12B,2.26B,2.36B,2.1B,2.28B
Finished Goods,178M,368M,362M,121M,209M
Work in Progress,-,-,-,-,-
Raw Materials,1.94B,1.89B,1.99B,1.98B,2.07B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.12B,2.43B,1.85B,2.47B,2.25B
Miscellaneous Current Assets,2.58B,2.1B,1.52B,1.73B,1.72B
Total Current Assets,9.55B,9.67B,8.97B,9.3B,9.78B
"Net Property, Plant & Equipment",91.4B,92.58B,92.81B,93.48B,94.45B
"Property, Plant & Equipment - Gross",124.64B,126.31B,126.89B,128.13B,129.65B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,33.24B,33.72B,34.08B,34.65B,35.2B
Total Investments and Advances,4.81B,4.89B,4.48B,4.33B,4.03B
Other Long-Term Investments,3.52B,3.61B,3.2B,3.04B,2.73B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.75B,5.74B,5.73B,5.72B,5.71B
Net Goodwill,5.28B,5.28B,5.28B,5.28B,5.28B
Net Other Intangibles,466M,455M,-,-,-
Other Assets,13.6B,14.17B,14.73B,14.98B,15.96B
Total Assets,125.91B,127.86B,127.53B,128.64B,130.77B
Total Assets Growth,-,1.55%,-0.26%,0.87%,1.66%
