Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,8.61B,7.41B,6.4B,6.27B,6.13B
Cash & Short Term Investments Growth,-,-13.89%,-13.66%,-2.06%,-2.26%
Cash Only,4.13B,3.48B,2.19B,2.29B,2.69B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,56.19%,50.82%,45.53%,46.27%,45.13%
Total Accounts Receivable,954.27M,1.01B,1.22B,948.14M,1.01B
Total Accounts Receivable Growth,-,6.28%,20.03%,-22.12%,6.49%
"Accounts Receivables, Net",954.27M,1.01B,1.22B,948.14M,1.01B
"Accounts Receivables, Gross",968.5M,1.03B,1.23B,962.09M,1.02B
Bad Debt/Doubtful Accounts,(14.24M),(14.82M),(15.28M),(13.95M),(13.46M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.25,1.27,1.29,1.27,1.17
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,163.53M,220.56M,299.14M,257.83M,135.2M
Miscellaneous Current Assets,163.53M,220.56M,299.14M,257.83M,135.2M
Total Current Assets,9.73B,8.65B,7.92B,7.48B,7.27B
"Net Property, Plant & Equipment",3.04B,3.17B,3.28B,3.42B,3.55B
"Property, Plant & Equipment - Gross",5.06B,5.28B,5.48B,5.74B,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,868.37M,892.83M,948.71M,1.05B,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.02B,2.11B,2.2B,2.31B,-
Total Investments and Advances,172.12M,199.02M,223.4M,229.36M,253.34M
Other Long-Term Investments,172.12M,199.02M,223.4M,229.36M,253.34M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.38B,1.34B,1.37B,1.36B,1.36B
Net Goodwill,1.33B,1.29B,1.3B,1.3B,1.3B
Net Other Intangibles,57.51M,46.7M,-,-,-
Other Assets,66.32M,97.33M,121.05M,122.44M,150.63M
Total Assets,15.32B,14.59B,14.06B,13.55B,13.58B
Total Assets Growth,-,-4.79%,-3.63%,-3.62%,0.21%
