Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,225.98M,254.8M,211.74M,141.17M,127.83M
Cash & Short Term Investments Growth,-,12.75%,-16.90%,-33.33%,-9.45%
Cash Only,225.98M,254.8M,211.74M,141.17M,127.83M
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,470.89M,455.76M,464.5M,463.86M,461.3M
Short Term Receivables Growth,-,-3.21%,1.92%,-0.14%,-0.55%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,244K,196K,397K,2.39M,1.63M
"Net Property, Plant & Equipments",215.3M,218.52M,233.94M,232.46M,233.39M
Other Assets (Including Intangibles),1.38B,1.3B,1.14B,1.21B,1.22B
Other Assets,871.23M,783.45M,600.43M,707.96M,747.41M
Intangible Assets,511.61M,520.34M,537.76M,497.1M,470.87M
Total Assets,14.33B,14.74B,15.26B,15.29B,15.32B
Total Assets Growth,-,2.87%,3.49%,0.19%,0.20%
Return On Average Assets,-,-,-,-,0.75%
