Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,5.73B,4.61B,5.33B,4.35B,3.66B
Cash & Short Term Investments Growth,-,-19.51%,15.56%,-18.28%,-16.01%
Cash Only,4.42B,4.04B,5.09B,4.19B,3.52B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,36.05%,29.63%,31.94%,26.25%,21.27%
Total Accounts Receivable,3.03B,3.4B,3.4B,3.7B,4.31B
Total Accounts Receivable Growth,-,12.25%,0.17%,8.80%,16.52%
"Accounts Receivables, Net",3.03B,3.4B,3.4B,3.7B,4.31B
"Accounts Receivables, Gross",3.03B,3.4B,3.41B,3.71B,4.31B
Bad Debt/Doubtful Accounts,(5.26M),(5.36M),(5.38M),(5.6M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.37,1.27,1.24,1.09,1.07
Inventories,2.69B,2.87B,3.07B,3.48B,3.97B
Finished Goods,778.15M,827.68M,841.64M,853.7M,-
Work in Progress,391.69M,431.65M,385.04M,454.72M,-
Raw Materials,1.52B,1.61B,1.85B,2.17B,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,207.53M,263.74M,296.71M,351.66M,347.39M
Miscellaneous Current Assets,207.53M,263.74M,296.71M,351.66M,347.39M
Total Current Assets,11.65B,11.14B,12.1B,11.89B,12.29B
"Net Property, Plant & Equipment",1.48B,1.37B,1.5B,1.56B,1.65B
"Property, Plant & Equipment - Gross",2.75B,-,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,181.78M,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.27B,-,-,-,-
Total Investments and Advances,348.66M,251.45M,409.13M,455.83M,251.53M
Other Long-Term Investments,348.66M,251.45M,409.13M,455.83M,251.53M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.62B,1.61B,1.6B,1.63B,1.62B
Net Goodwill,1.49B,1.49B,1.49B,1.51B,-
Net Other Intangibles,132.37M,125.01M,-,-,-
Other Assets,791.35M,1.18B,1.07B,1.06B,1.39B
Total Assets,15.89B,15.57B,16.69B,16.59B,17.2B
Total Assets Growth,-,-2.06%,7.19%,-0.58%,3.66%
