Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.75B,1.93B,1.75B,2.14B,1.9B
Cash & Short Term Investments Growth,-,-29.65%,-9.73%,22.34%,-10.93%
Cash Only,2.75B,1.93B,1.51B,2.14B,1.9B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.84%,10.33%,9.33%,11.10%,9.96%
Total Accounts Receivable,422.6M,990.38M,1.17B,544.96M,598.26M
Total Accounts Receivable Growth,-,134.36%,17.88%,-53.32%,9.78%
"Accounts Receivables, Net",422.6M,990.38M,1.17B,544.96M,598.26M
"Accounts Receivables, Gross",422.6M,990.38M,1.2B,544.96M,598.26M
Bad Debt/Doubtful Accounts,-,-,(28.7M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.01,0.15,0.42,0.96,1.98
Inventories,92.04M,108.18M,118.21M,141.96M,154.4M
Finished Goods,92.04M,108.18M,118.21M,141.96M,154.4M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,200.67M,247.82M,154.04M,390.75M,475.86M
Miscellaneous Current Assets,200.67M,247.82M,154.04M,390.75M,475.86M
Total Current Assets,3.47B,3.28B,3.19B,3.21B,3.13B
"Net Property, Plant & Equipment",13.63B,14.27B,14.32B,14.33B,14.44B
"Property, Plant & Equipment - Gross",-,-,19.39B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,5.06B,-,-
Total Investments and Advances,44.9M,35.1M,23.03M,45.91M,39.88M
Other Long-Term Investments,44.9M,35.1M,23.03M,45.91M,39.88M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,598.66M,598.66M,598.66M,598.66M,598.66M
Net Goodwill,98.13M,98.13M,98.13M,98.13M,98.13M
Net Other Intangibles,500.53M,500.53M,-,-,-
Other Assets,783.12M,545.65M,598.79M,1.07B,906.89M
Total Assets,18.53B,18.73B,18.73B,19.26B,19.11B
Total Assets Growth,-,1.10%,0.00%,2.81%,-0.74%
