Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,90.16B,79.22B,96.31B,66.59B,60.93B
Cash & Short Term Investments Growth,-,-12.13%,21.57%,-30.85%,-8.50%
Cash Only,40.65B,30.18B,36.48B,36.6B,37.7B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,25.02%,20.72%,22.90%,16.21%,14.52%
Total Accounts Receivable,26.57B,28.37B,32.63B,32.3B,34.58B
Total Accounts Receivable Growth,-,6.79%,15.00%,-1.03%,7.08%
"Accounts Receivables, Net",26.57B,28.37B,32.63B,32.3B,34.58B
"Accounts Receivables, Gross",27.67B,29.33B,33.73B,33.4B,35.78B
Bad Debt/Doubtful Accounts,(1.1B),(951M),(1.1B),(1.1B),(1.2B)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.26,3.91,4.21,3.61,3.51
Inventories,24.12B,30.93B,32.64B,34.99B,38.15B
Finished Goods,24.12B,30.93B,32.64B,34.99B,38.15B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,-,-,-,-,-
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,140.85B,138.53B,161.58B,133.88B,133.67B
"Net Property, Plant & Equipment",176.85B,199.3B,216.36B,224.63B,232.14B
"Property, Plant & Equipment - Gross",-,-,294.88B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,78.52B,-,-
Total Investments and Advances,3.62B,3.42B,3.42B,3.32B,2.42B
Other Long-Term Investments,3.62B,3.42B,3.42B,3.32B,2.42B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,15.35B,15.35B,20.48B,20.23B,20.2B
Net Goodwill,15.35B,15.35B,15.37B,20.23B,20.2B
Net Other Intangibles,-,-,-,-,-
Other Assets,23.65B,25.81B,18.71B,28.72B,31.32B
Total Assets,360.32B,382.41B,420.55B,410.77B,419.73B
Total Assets Growth,-,6.13%,9.97%,-2.33%,2.18%
