Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,114.6M,285.5M,202.1M,287.3M,240.5M
Cash Growth,-,149.13%,-29.21%,42.16%,-16.29%
Total Investment Assets,50.94B,52.29B,51.51B,53.19B,51.93B
Investments Growth,-,2.64%,-1.48%,3.25%,-2.36%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,-,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,9.44B,10.25B,9.4B,10.52B,10.56B
Premium Balance Growth,-,8.59%,-8.27%,11.91%,0.41%
"Net Property, Plant & Equipment",1.09B,1.16B,1.31B,1.1B,1.12B
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),2.92B,2.93B,3.27B,2.98B,2.82B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,1.36B,1.43B,1.54B,1.41B,1.5B
Tangible Other Assets,955.4M,916.2M,1.15B,1.02B,996.1M
Intangible Assets,599.2M,584.6M,570M,555.4M,325.1M
Total Assets,64.5B,66.91B,66.85B,68.45B,67.63B
Assets - Total - 1 Year Growth,-,3.75%,-0.09%,2.39%,-1.19%
Return On Average Assets,-,-,-,-,5.25%
