Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.2B,1.15B,988.53M,972.59M,858.79M
Cash & Short Term Investments Growth,-,-3.92%,-14.28%,-1.61%,-11.70%
Cash Only,1.2B,1.15B,988.53M,972.59M,858.79M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,16.51%,15.22%,12.96%,12.95%,11.72%
Total Accounts Receivable,516.54M,696.63M,644.22M,601M,556.11M
Total Accounts Receivable Growth,-,34.86%,-7.52%,-6.71%,-7.47%
"Accounts Receivables, Net",495.59M,662.79M,632.35M,568.85M,535.36M
"Accounts Receivables, Gross",496.05M,663.25M,632.82M,569.25M,535.79M
Bad Debt/Doubtful Accounts,(455K),(464K),(470K),(402K),(426K)
Other Receivable,20.95M,33.84M,-,-,-
Accounts Receivable Turnover,2.15,1.80,1.73,1.94,1.86
Inventories,570.14M,597.56M,710.23M,755.75M,847.38M
Finished Goods,99.6M,98.65M,174.16M,162.32M,165.9M
Work in Progress,307.56M,319.53M,327.23M,357.33M,409.69M
Raw Materials,162.99M,179.39M,208.84M,236.1M,271.79M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,87.16M,93.9M,102.88M,120.52M,110.21M
Miscellaneous Current Assets,47.76M,44.61M,58.44M,70.69M,60.6M
Total Current Assets,2.37B,2.54B,2.45B,2.45B,2.37B
"Net Property, Plant & Equipment",1.27B,1.28B,1.27B,1.33B,1.23B
"Property, Plant & Equipment - Gross",2.88B,2.93B,2.96B,3.06B,3.02B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.61B,1.66B,1.7B,1.73B,1.78B
Total Investments and Advances,45.94M,36.91M,38.23M,31.09M,28.28M
Other Long-Term Investments,5.54M,4.51M,8.33M,3.99M,3.98M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.39B,3.35B,3.54B,3.45B,3.4B
Net Goodwill,2.74B,2.73B,2.82B,2.78B,2.77B
Net Other Intangibles,656.9M,615.49M,-,-,-
Other Assets,186.58M,371.87M,332.74M,213.6M,298.95M
Total Assets,7.27B,7.58B,7.63B,7.51B,7.33B
Total Assets Growth,-,4.19%,0.66%,-1.54%,-2.38%
