Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,85M,525M,394M,234M,123M
Cash & Short Term Investments Growth,-,517.65%,-24.95%,-40.61%,-47.44%
Cash Only,85M,525M,394M,234M,123M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.12%,0.72%,0.53%,0.31%,0.16%
Total Accounts Receivable,2.18B,2.73B,2.19B,2.06B,2.64B
Total Accounts Receivable Growth,-,25.59%,-19.82%,-6.25%,28.61%
"Accounts Receivables, Net",2.18B,2.73B,2.19B,2.06B,2.64B
"Accounts Receivables, Gross",2.45B,2.98B,2.39B,2.31B,2.99B
Bad Debt/Doubtful Accounts,(270M),(245M),(193M),(255M),(347M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.52,1.94,1.52,1.93,1.52
Inventories,406M,412M,420M,434M,438M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,406M,412M,420M,-,438M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.25B,2.36B,2.49B,2.55B,2.45B
Miscellaneous Current Assets,2.2B,2.03B,2.23B,2.29B,2.4B
Total Current Assets,4.92B,6.03B,5.49B,5.27B,5.65B
"Net Property, Plant & Equipment",50.04B,51.29B,52.63B,52.85B,53.45B
"Property, Plant & Equipment - Gross",61.01B,62.48B,64.14B,64.6B,65.48B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,10.97B,11.19B,11.51B,11.75B,12.03B
Total Investments and Advances,4.98B,4.84B,4.93B,4.59B,4.1B
Other Long-Term Investments,4.98B,4.84B,4.93B,4.59B,4.1B
Long-Term Note Receivables,75M,182M,197M,237M,235M
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,11.15B,10.69B,11.5B,11.78B,11.61B
Total Assets,71.16B,73.02B,74.75B,74.72B,75.05B
Total Assets Growth,-,2.62%,2.36%,-0.03%,0.43%
