Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.75B,2.73B,3.6B,1.88B,1.78B
Cash & Short Term Investments Growth,-,-0.66%,32.16%,-47.75%,-5.74%
Cash Only,2.75B,2.73B,3.6B,1.88B,1.78B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.27%,5.26%,7.08%,3.66%,3.43%
Total Accounts Receivable,14.04B,14.96B,12.54B,14.66B,15.15B
Total Accounts Receivable Growth,-,6.61%,-16.19%,16.86%,3.39%
"Accounts Receivables, Net",14.04B,14.96B,12.54B,14.66B,15.15B
"Accounts Receivables, Gross",14.04B,14.96B,12.54B,14.66B,15.15B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.21,1.07,1.41,1.02,1.02
Inventories,3.12B,2.9B,2.98B,3.14B,3.43B
Finished Goods,208M,197M,194M,202M,195M
Work in Progress,2.91B,2.71B,2.79B,2.94B,3.24B
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,774M,763M,688M,706M,613M
Miscellaneous Current Assets,774M,763M,688M,706M,613M
Total Current Assets,20.67B,21.36B,19.82B,20.39B,20.97B
"Net Property, Plant & Equipment",7.29B,7.33B,8.9B,7.56B,7.57B
"Property, Plant & Equipment - Gross",-,-,20.4B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,11.5B,-,-
Total Investments and Advances,-,-,2.79B,-,-
Other Long-Term Investments,-,-,2.1B,-,-
Long-Term Note Receivables,675M,669M,645M,632M,630M
Intangible Assets,13.66B,13.58B,14.3B,13.46B,13.38B
Net Goodwill,10.81B,10.82B,10.81B,10.81B,10.79B
Net Other Intangibles,2.85B,2.77B,-,-,-
Other Assets,6.42B,6.24B,2.14B,6.78B,6.53B
Total Assets,52.1B,51.84B,50.87B,51.51B,51.76B
Total Assets Growth,-,-0.49%,-1.87%,1.25%,0.48%
