Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,767.92M,910.61M,858.95M,887.13M,738.34M
Cash & Short Term Investments Growth,-,18.58%,-5.67%,3.28%,-16.77%
Cash Only,583.81M,580.98M,512.41M,586.54M,541.88M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,16.05%,18.22%,16.89%,17.47%,14.70%
Total Accounts Receivable,559.28M,555.93M,655.32M,665.37M,733.53M
Total Accounts Receivable Growth,-,-0.60%,17.88%,1.53%,10.24%
"Accounts Receivables, Net",559.28M,555.93M,655.32M,665.37M,733.53M
"Accounts Receivables, Gross",563.15M,559.63M,658.59M,669.7M,739.41M
Bad Debt/Doubtful Accounts,(3.87M),(3.7M),(3.26M),(4.34M),(5.88M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.16,1.23,1.05,0.95,0.92
Inventories,22.65M,22.06M,20.8M,27.88M,43.79M
Finished Goods,13.73M,13.08M,15.73M,11.28M,10.53M
Work in Progress,-,-,-,-,-
Raw Materials,8.92M,8.97M,5.06M,16.6M,33.26M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,84M,88.24M,118.21M,120.13M,138.84M
Miscellaneous Current Assets,30.73M,28.61M,24.19M,23.9M,73.44M
Total Current Assets,1.43B,1.58B,1.65B,1.7B,1.65B
"Net Property, Plant & Equipment",449.94M,436.1M,422.7M,406.32M,389.37M
"Property, Plant & Equipment - Gross",-,725.66M,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,261.02M,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,289.56M,-,-,-
Total Investments and Advances,98.57M,136.13M,80.41M,38.29M,23.35M
Other Long-Term Investments,98.57M,136.13M,80.41M,38.29M,23.35M
Long-Term Note Receivables,109.7M,158.89M,171.79M,176.88M,199.29M
Intangible Assets,2.47B,2.45B,2.5B,2.48B,2.47B
Net Goodwill,2.21B,2.22B,2.26B,2.26B,2.26B
Net Other Intangibles,262.52M,237.18M,-,-,-
Other Assets,92.09M,107.4M,112.47M,112.35M,111.63M
Total Assets,4.79B,5B,5.09B,5.08B,5.02B
Total Assets Growth,-,4.43%,1.79%,-0.19%,-1.10%
