Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,298.8M,324.4M,295.9M,412.1M,493.8M
Cash & Short Term Investments Growth,-,8.57%,-8.79%,39.27%,19.83%
Cash Only,294.3M,319.8M,290.9M,407.5M,489.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.87%,4.23%,3.79%,5.05%,6.58%
Total Accounts Receivable,498.2M,489M,483M,528.3M,553.6M
Total Accounts Receivable Growth,-,-1.85%,-1.23%,9.38%,4.79%
"Accounts Receivables, Net",467.4M,468M,446.3M,528.3M,488.9M
"Accounts Receivables, Gross",490.3M,492.2M,467.6M,547.5M,507.2M
Bad Debt/Doubtful Accounts,(22.9M),(24.2M),(21.3M),(19.2M),(18.3M)
Other Receivable,30.8M,21M,-,-,-
Accounts Receivable Turnover,1.50,1.55,1.59,1.47,1.35
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,121.7M,120.7M,123.7M,179M,139.2M
Miscellaneous Current Assets,22.9M,17.8M,21.1M,73.5M,31M
Total Current Assets,918.7M,934.1M,902.6M,1.12B,1.19B
"Net Property, Plant & Equipment",915M,932.2M,911.3M,867.8M,873.1M
"Property, Plant & Equipment - Gross",-,-,1.88B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,1.17B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,972.9M,-,-
Total Investments and Advances,357.2M,362.1M,365M,405.9M,408.8M
Other Long-Term Investments,148.9M,148.7M,148.8M,181.1M,181.1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.49B,5.39B,5.56B,5.24B,5B
Net Goodwill,4.17B,4.13B,4.33B,3.96B,3.82B
Net Other Intangibles,1.32B,1.27B,-,-,-
Other Assets,25.7M,30.6M,65.5M,523.2M,32.1M
Total Assets,7.71B,7.66B,7.81B,8.16B,7.51B
Total Assets Growth,-,-0.66%,1.90%,4.49%,-7.97%
