Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.24B,1.14B,1.55B,2.48B,972M
Cash & Short Term Investments Growth,-,-7.77%,36.44%,59.33%,-60.74%
Cash Only,1.12B,1.03B,1.45B,2.37B,858M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.56%,2.30%,3.06%,4.74%,1.88%
Total Accounts Receivable,7.64B,8.43B,8.11B,8.52B,8.63B
Total Accounts Receivable Growth,-,10.44%,-3.88%,5.11%,1.27%
"Accounts Receivables, Net",7.64B,8.43B,8.1B,8.52B,8.63B
"Accounts Receivables, Gross",7.64B,8.43B,8.1B,8.52B,8.63B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.89,1.81,1.86,1.75,1.72
Inventories,2.03B,2.02B,1.99B,2B,2.04B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.58B,1.66B,1.9B,2.01B,2.29B
Miscellaneous Current Assets,1.58B,1.66B,1.9B,2.01B,2.29B
Total Current Assets,12.48B,13.25B,13.54B,15.01B,13.94B
"Net Property, Plant & Equipment",25.59B,25.65B,26.18B,26.37B,26.73B
"Property, Plant & Equipment - Gross",52.82B,52.79B,53.46B,54.18B,54.96B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,27.23B,27.15B,27.29B,27.81B,28.23B
Total Investments and Advances,792M,830M,886M,849M,814M
Other Long-Term Investments,410M,418M,438M,408M,379M
Long-Term Note Receivables,-,-,44M,-,-
Intangible Assets,8.68B,9.15B,9.54B,9.53B,9.59B
Net Goodwill,-,-,9.14B,-,-
Net Other Intangibles,8.68B,9.15B,-,-,-
Other Assets,628M,685M,554M,462M,514M
Total Assets,48.16B,49.56B,50.74B,52.21B,51.58B
Total Assets Growth,-,2.90%,2.38%,2.89%,-1.20%
