Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,8.94B,10.22B,8.39B,9.09B,7.67B
Cash & Due from Banks Growth,-,14.23%,-17.83%,8.24%,-15.63%
Investments - Total,848.69B,871.3B,861.69B,887.83B,840.66B
Investments Growth,-,2.66%,-1.10%,3.03%,-5.31%
Trading Account Securities,321.15B,315.16B,294.87B,296.88B,278.88B
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,129.57B,126.82B,134.11B,141.39B,137.09B
Net Loans,154.35B,160.19B,174.3B,182.25B,193.45B
Gross Loans - Net of Unearned Income,155.03B,160.88B,-,-,-
Commercial & Industrial Loans,32.94B,32.12B,49.02B,36B,39.43B
Consumer & Installment Loans,76.47B,80.41B,86.5B,91.41B,95.91B
Real Estate Mortgage Loans,38.92B,41.43B,44.26B,47.24B,50.45B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(687M),(684M),(654M),(679M),(762M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,3.79%,8.81%,4.56%,6.15%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",-,-,4.27B,-,-
Other Assets (Including Intangibles),147.56B,146.72B,137.02B,140.94B,130.03B
Other Assets,122.03B,121.38B,111.83B,115.87B,105.23B
Intangible Assets,25.53B,25.35B,25.19B,25.07B,24.8B
Interest Receivables,-,-,-,-,-
Total Assets,1.16T,1.19T,1.19T,1.22T,1.17T
Assets - Total Growth,-,2.47%,0.08%,2.58%,-3.96%
Return On Average Assets,-,-,-,-,1.30%
