Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,501.2M,245.1M,258.1M,386.9M,541.6M
Cash & Short Term Investments Growth,-,-51.10%,5.30%,49.90%,39.98%
Cash Only,501.2M,245.1M,258.1M,386.9M,541.6M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.57%,2.72%,1.96%,2.86%,3.97%
Total Accounts Receivable,3.8B,3.96B,5.07B,5.18B,5.21B
Total Accounts Receivable Growth,-,4.05%,28.17%,2.26%,0.53%
"Accounts Receivables, Net",3.37B,3.56B,4.63B,4.73B,4.75B
"Accounts Receivables, Gross",3.39B,3.58B,4.65B,4.76B,4.77B
Bad Debt/Doubtful Accounts,(21.2M),(19.4M),(20.4M),(22M),(22.9M)
Other Receivable,430.9M,394.3M,-,-,-
Accounts Receivable Turnover,1.35,1.34,1.09,1.15,1.18
Inventories,888.7M,844.4M,927.6M,1.05B,1.02B
Finished Goods,888.7M,844.4M,927.6M,1.05B,1.02B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,230.3M,247.4M,222.8M,245.2M,266.7M
Miscellaneous Current Assets,230.3M,247.4M,222.8M,245.2M,266.7M
Total Current Assets,5.42B,5.29B,6.48B,6.87B,7.04B
"Net Property, Plant & Equipment",300.8M,301.5M,351.4M,359.6M,349.2M
"Property, Plant & Equipment - Gross",-,-,617M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,195M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,265.6M,-,-
Total Investments and Advances,-,-,1M,-,2M
Other Long-Term Investments,-,-,1M,-,2M
Long-Term Note Receivables,-,-,197.4M,167.4M,179M
Intangible Assets,3.22B,3.31B,6.01B,5.96B,5.93B
Net Goodwill,2.73B,2.8B,4.38B,4.38B,4.37B
Net Other Intangibles,487.3M,503.3M,-,-,-
Other Assets,49.3M,110M,160.5M,154.9M,156.9M
Total Assets,8.99B,9.01B,13.2B,13.51B,13.65B
Total Assets Growth,-,0.23%,46.47%,2.38%,1.03%
