Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.08B,1.37B,546M,614M,790M
Cash & Short Term Investments Growth,-,26.32%,-60.09%,12.45%,28.66%
Cash Only,1.05B,1.34B,536M,605M,783M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.65%,11.81%,4.56%,4.94%,6.21%
Total Accounts Receivable,1.79B,1.74B,1.67B,1.91B,1.83B
Total Accounts Receivable Growth,-,-2.80%,-4.09%,14.76%,-4.50%
"Accounts Receivables, Net",1.22B,1.17B,1.16B,1.39B,1.32B
"Accounts Receivables, Gross",1.22B,1.17B,1.17B,1.39B,1.32B
Bad Debt/Doubtful Accounts,-,-,(10M),-,-
Other Receivable,570M,566M,-,-,-
Accounts Receivable Turnover,1.23,1.30,1.36,1.33,1.36
Inventories,1.12B,1.16B,1.52B,1.55B,1.71B
Finished Goods,728M,736M,1.01B,1.01B,1.12B
Work in Progress,77M,74M,75M,85M,85M
Raw Materials,313M,349M,435M,457M,506M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,72M,90M,70M,124M,129M
Miscellaneous Current Assets,72M,90M,70M,124M,129M
Total Current Assets,4.06B,4.36B,3.81B,4.2B,4.46B
"Net Property, Plant & Equipment",4.14B,4.16B,4.43B,4.46B,4.42B
"Property, Plant & Equipment - Gross",7.55B,7.58B,7.91B,7.99B,7.92B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.41B,3.42B,3.48B,3.54B,3.5B
Total Investments and Advances,839M,866M,851M,890M,1.03B
Other Long-Term Investments,21M,24M,198M,43M,92M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.45B,1.43B,2.15B,2.11B,2.02B
Net Goodwill,1.14B,1.13B,1.41B,1.4B,1.35B
Net Other Intangibles,304M,303M,-,-,-
Other Assets,479M,519M,493M,526M,550M
Total Assets,11.22B,11.58B,11.98B,12.43B,12.71B
Total Assets Growth,-,3.24%,3.38%,3.77%,2.31%
