Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,17.34B,10.23B,10.14B,8.63B,10.28B
Cash & Due from Banks Growth,-,-41.00%,-0.88%,-14.89%,19.12%
Investments - Total,1.02T,1.07T,1.09T,1.2T,1.2T
Investments Growth,-,4.38%,2.13%,9.43%,0.78%
Trading Account Securities,375.92B,393B,375.92B,392.45B,371.9B
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,225.61B,207.78B,259.47B,273.37B,286.07B
Net Loans,128.56B,143.62B,158.56B,165.52B,175.94B
Gross Loans - Net of Unearned Income,131.83B,146.96B,-,-,-
Commercial & Industrial Loans,86.89B,95.88B,99.93B,103.26B,109.83B
Consumer & Installment Loans,13.82B,16.01B,20.41B,22.69B,25.54B
Real Estate Mortgage Loans,12.11B,13.36B,15.91B,15.02B,16.96B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(3.27B),(3.33B),(3.57B),(4.09B),(4.56B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,11.72%,10.40%,4.39%,6.30%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",22.92B,20.24B,20.19B,20.44B,20.54B
Other Assets (Including Intangibles),172.5B,183.38B,178.02B,186.1B,176.14B
Other Assets,167.64B,178.56B,173.32B,179.62B,167.93B
Intangible Assets,4.86B,4.82B,4.7B,6.48B,8.21B
Interest Receivables,-,-,-,-,-
Total Assets,1.39T,1.44T,1.46T,1.59T,1.6T
Assets - Total Growth,-,3.98%,1.44%,8.57%,0.74%
Return On Average Assets,-,-,-,-,1.65%
