Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,685.86M,683.23M,697.82M,1.16B,895.79M
Cash & Short Term Investments Growth,-,-0.38%,2.13%,66.42%,-22.86%
Cash Only,526.62M,527.65M,530.09M,1B,745.53M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,26.75%,25.72%,24.13%,31.53%,23.74%
Total Accounts Receivable,343.65M,416.24M,590.82M,676.82M,669.1M
Total Accounts Receivable Growth,-,21.12%,41.94%,14.56%,-1.14%
"Accounts Receivables, Net",343.65M,416.24M,456.34M,676.82M,669.1M
"Accounts Receivables, Gross",346.48M,418.88M,458.97M,680.05M,672.91M
Bad Debt/Doubtful Accounts,(2.83M),(2.64M),(2.63M),(3.23M),(3.81M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.40,1.26,0.93,0.97,1.09
Inventories,321.92M,304.71M,380.14M,432.5M,470.27M
Finished Goods,156.39M,121.06M,118.89M,98.53M,88.92M
Work in Progress,28.73M,21.8M,13.86M,16.8M,15.64M
Raw Materials,136.79M,161.86M,247.39M,317.17M,365.71M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,137.48M,148.36M,42.51M,191.66M,248.64M
Miscellaneous Current Assets,137.48M,148.36M,42.51M,191.66M,248.64M
Total Current Assets,1.49B,1.55B,1.71B,2.46B,2.28B
"Net Property, Plant & Equipment",378.62M,392.66M,457.52M,533.29M,547.48M
"Property, Plant & Equipment - Gross",-,-,608.02M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,44.96M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,474.01M,489.96M,498.87M,466.32M,726.21M
Other Long-Term Investments,474.01M,489.96M,498.87M,466.32M,726.21M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,197.84M,193.4M,188.49M,182.84M,166.55M
Net Goodwill,135.98M,131.76M,129.63M,127.11M,116.17M
Net Other Intangibles,61.86M,61.64M,-,-,-
Other Assets,4.99M,6.44M,8.32M,6.94M,15.33M
Total Assets,2.56B,2.66B,2.89B,3.68B,3.77B
Total Assets Growth,-,3.61%,8.85%,27.35%,2.44%
