Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.46B,1.34B,1.22B,1.82B,1.54B
Cash & Short Term Investments Growth,-,-7.89%,-8.94%,48.94%,-15.33%
Cash Only,1.46B,1.34B,1.22B,1.82B,1.54B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.46%,3.20%,2.89%,4.23%,3.64%
Total Accounts Receivable,5.67B,5.62B,5.68B,5.69B,5.86B
Total Accounts Receivable Growth,-,-0.97%,1.03%,0.32%,2.83%
"Accounts Receivables, Net",5.67B,5.61B,5.67B,5.69B,5.85B
"Accounts Receivables, Gross",5.67B,5.61B,5.67B,5.69B,5.85B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,5M,5M,-,-,-
Accounts Receivable Turnover,1.12,1.14,1.03,1.07,1.13
Inventories,2.06B,2.06B,2.43B,2.52B,2.57B
Finished Goods,1.15B,1.12B,1.26B,1.31B,1.39B
Work in Progress,162M,166M,195M,212M,196M
Raw Materials,754M,769M,967M,998M,993M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,858M,832M,881M,1.43B,1.42B
Miscellaneous Current Assets,858M,832M,881M,1.43B,1.42B
Total Current Assets,10.05B,9.85B,10.2B,11.46B,11.39B
"Net Property, Plant & Equipment",4.48B,4.6B,4.55B,4.18B,4.25B
"Property, Plant & Equipment - Gross",-,7.89B,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,3.29B,-,-,-
Total Investments and Advances,1.06B,1.4B,1.45B,1.37B,1.07B
Other Long-Term Investments,48M,337M,351M,298M,-
Long-Term Note Receivables,111M,114M,113M,105M,119M
Intangible Assets,24.12B,23.88B,23.89B,22.92B,22.49B
Net Goodwill,18.45B,18.34B,18.39B,18.03B,17.73B
Net Other Intangibles,5.68B,5.55B,-,-,-
Other Assets,2.3B,1.28B,1.86B,2.81B,3B
Total Assets,42.14B,41.89B,42.22B,42.99B,42.32B
Total Assets Growth,-,-0.58%,0.79%,1.82%,-1.55%
