Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.07B,1.66B,1.87B,6.45B,6.47B
Cash & Short Term Investments Growth,-,-19.92%,12.65%,244.71%,0.34%
Cash Only,2.07B,1.66B,1.87B,6.45B,6.47B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.17%,8.35%,9.32%,28.97%,29.32%
Total Accounts Receivable,160M,167M,202M,147M,158M
Total Accounts Receivable Growth,-,4.38%,20.96%,-27.23%,7.48%
"Accounts Receivables, Net",160M,167M,202M,147M,158M
"Accounts Receivables, Gross",400M,408M,434M,381M,369M
Bad Debt/Doubtful Accounts,(240M),(241M),(232M),(234M),(211M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.33,5.13,4.99,6.41,6.61
Inventories,22M,22M,22M,23M,24M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,3.32B,3.38B,3.42B,109M,120M
Miscellaneous Current Assets,3.32B,3.38B,3.42B,109M,120M
Total Current Assets,5.58B,5.23B,5.51B,6.73B,6.77B
"Net Property, Plant & Equipment",12.03B,11.93B,11.87B,11.71B,11.5B
"Property, Plant & Equipment - Gross",-,-,21.31B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,9.44B,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,1.2B,1.2B
Intangible Assets,15M,15M,19M,19M,67M
Net Goodwill,-,-,-,-,-
Net Other Intangibles,15M,15M,-,-,-
Other Assets,2.42B,2.39B,2.36B,2.41B,2.34B
Total Assets,20.38B,19.89B,20.06B,22.25B,22.06B
Total Assets Growth,-,-2.38%,0.84%,10.91%,-0.85%
