Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,5.22B,5.91B,6.52B,4.41B,3.57B
Cash & Short Term Investments Growth,-,13.14%,10.31%,-32.37%,-18.92%
Cash Only,5.22B,5.91B,6.51B,4.41B,3.57B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,38.97%,41.86%,43.36%,6.67%,5.55%
Total Accounts Receivable,1.42B,1.45B,1.65B,2.43B,2.13B
Total Accounts Receivable Growth,-,1.69%,14.19%,46.97%,-12.37%
"Accounts Receivables, Net",1.42B,1.45B,1.65B,2.43B,2.13B
"Accounts Receivables, Gross",1.45B,1.48B,1.68B,2.47B,2.17B
Bad Debt/Doubtful Accounts,(32M),(31M),(26M),(40M),(43M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.48,1.44,1.27,0.99,1.41
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,290M,286M,644M,955M,537M
Miscellaneous Current Assets,290M,286M,644M,955M,537M
Total Current Assets,6.93B,7.64B,8.81B,7.79B,6.24B
"Net Property, Plant & Equipment",714M,718M,667M,973M,889M
"Property, Plant & Equipment - Gross",1.33B,1.34B,1.29B,1.97B,1.86B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,615M,624M,620M,998M,970M
Total Investments and Advances,-,-,-,1.62B,1.86B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.03B,5B,4.79B,54.82B,54.5B
Net Goodwill,3.72B,3.71B,3.51B,33.64B,34.44B
Net Other Intangibles,1.31B,1.29B,-,-,-
Other Assets,722M,757M,758M,897M,837M
Total Assets,13.4B,14.11B,15.03B,66.09B,64.32B
Total Assets Growth,-,5.32%,6.48%,339.85%,-2.68%
