Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Total Cash & Due from Banks,1.01B,1.05B,1.24B,1.47B,1.63B
Cash & Due from Banks Growth,-,4.17%,17.71%,18.61%,11.26%
Investments - Total,32.51B,40.7B,39.45B,32.67B,28.26B
Investments Growth,-,25.20%,-3.06%,-17.18%,-13.51%
Trading Account Securities,112M,108M,113M,106M,91M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,-,-,-,-
Other Securities,-,-,-,-,-
Other Investments,16.56B,23.74B,22.35B,13.76B,7.34B
Net Loans,49.58B,47.59B,48.7B,49.01B,50.89B
Gross Loans - Net of Unearned Income,50.23B,48.2B,-,-,-
Commercial & Industrial Loans,30.21B,28.36B,29.37B,29.56B,31.26B
Consumer & Installment Loans,535M,545M,564M,504M,546M
Real Estate Mortgage Loans,17.86B,17.6B,17.51B,17.61B,17.71B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,1.04B,1.13B,1.21B,1.25B,1.29B
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(652M),(609M),(588M),(554M),(563M)
Customer Liability on Acceptances,4M,3M,5M,3M,4M
Loans - 1 Yr Growth Rate,-,-4.01%,2.33%,0.64%,3.84%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",454M,447M,771M,444M,422M
Other Assets (Including Intangibles),4.65B,4.61B,4.31B,5.42B,5.49B
Other Assets,4.02B,3.97B,3.67B,4.79B,5.49B
Intangible Assets,635M,635M,642M,635M,-
Interest Receivables,155M,140M,143M,149M,198M
Total Assets,88.36B,94.53B,94.62B,89.17B,86.89B
Assets - Total Growth,-,6.99%,0.09%,-5.76%,-2.55%
Return On Average Assets,-,-,-,-,1.27%
