Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,3.91B,5.79B,5.69B,7.05B,7.57B
Cash & Short Term Investments Growth,-,47.99%,-1.61%,23.81%,7.32%
Cash Only,2.07B,3.43B,2.89B,3.35B,3.4B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,18.20%,24.45%,22.39%,26.76%,27.81%
Total Accounts Receivable,7B,5.45B,6.04B,4.84B,5.16B
Total Accounts Receivable Growth,-,-22.10%,10.72%,-19.84%,6.66%
"Accounts Receivables, Net",7B,5.45B,6.04B,4.84B,5.16B
"Accounts Receivables, Gross",7B,5.45B,6.04B,4.84B,5.16B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,0.73,0.63,0.82,0.61,0.55
Inventories,1.98B,2.05B,1.95B,1.99B,2.22B
Finished Goods,106.3M,60.1M,73.7M,47.3M,45.6M
Work in Progress,741.1M,843.7M,707.2M,644.9M,717.3M
Raw Materials,601.5M,646.3M,721.9M,773.5M,831.7M
Progress Payments & Other,535M,503.7M,448.5M,525.8M,623.9M
Other Current Assets,444.3M,482M,332.4M,424.9M,583.6M
Miscellaneous Current Assets,444.3M,482M,332.4M,424.9M,583.6M
Total Current Assets,13.34B,13.78B,14.01B,14.31B,15.53B
"Net Property, Plant & Equipment",3.36B,3.4B,3.48B,3.56B,3.64B
"Property, Plant & Equipment - Gross",-,-,4.88B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,291.5M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,1.4B,-,-
Total Investments and Advances,3.95B,5.68B,6.89B,7.14B,6.48B
Other Long-Term Investments,3.91B,5.64B,6.85B,7.1B,6.43B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,90.4M,93.4M,170.3M,201.8M,209.1M
Total Assets,21.49B,23.67B,25.43B,26.35B,27.21B
Total Assets Growth,-,10.17%,7.45%,3.59%,3.25%
