Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash Only,656M,690M,763M,1.13B,766M
Cash Growth,-,5.18%,10.58%,48.10%,-32.21%
Total Investment Assets,62.57B,61.84B,64.7B,61.77B,61.06B
Investments Growth,-,-1.17%,4.63%,-4.53%,-1.15%
Total Fixed Income Securities Investment,-,-,-,-,-
Bonds,-,-,-,-,-
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,822M,849M,809M,750M,741M
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,-,-,8.14B,-,-
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,8.15B,8.41B,8.36B,8.87B,8.82B
Premium Balance Growth,-,3.19%,-0.50%,6.10%,-0.56%
"Net Property, Plant & Equipment",1.03B,965M,1.25B,966M,975M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),50.75B,51.1B,14.34B,14.72B,15.24B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,4.37B,4.6B,4.72B,4.82B,5.03B
Tangible Other Assets,43.03B,43.11B,4.69B,6.4B,6.71B
Intangible Assets,3.35B,3.39B,4.92B,3.5B,3.5B
Total Assets,123.15B,123B,90.66B,87.46B,86.97B
Assets - Total - 1 Year Growth,-,-0.12%,-26.29%,-3.53%,-0.55%
Return On Average Assets,-,-,-,-,4.98%
