Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,460.2M,503.9M,397.9M,305.1M,919.6M
Cash & Short Term Investments Growth,-,9.50%,-21.04%,-23.32%,201.41%
Cash Only,460.2M,503.9M,397.9M,305.1M,919.6M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.04%,16.17%,13.04%,10.14%,25.17%
Total Accounts Receivable,316.9M,307.4M,312.4M,324.3M,333.3M
Total Accounts Receivable Growth,-,-3.00%,1.63%,3.81%,2.78%
"Accounts Receivables, Net",316.9M,307.4M,283.3M,324.3M,333.3M
"Accounts Receivables, Gross",316.9M,307.4M,283.3M,324.3M,333.3M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.36,2.33,2.27,2.23,2.32
Inventories,310M,345.7M,380.4M,402.9M,428.4M
Finished Goods,146.8M,171.4M,193.8M,190.5M,205.9M
Work in Progress,42.2M,42.4M,42.2M,46.2M,48.3M
Raw Materials,121M,131.9M,144.4M,166.2M,174.2M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,57.1M,45.4M,26.9M,45M,71.7M
Miscellaneous Current Assets,57.1M,45.4M,26.9M,45M,71.7M
Total Current Assets,1.14B,1.2B,1.12B,1.08B,1.75B
"Net Property, Plant & Equipment",374.3M,278.6M,373.6M,381.7M,375.2M
"Property, Plant & Equipment - Gross",-,-,917.6M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,152.6M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,544M,-,-
Total Investments and Advances,-,-,-,-,41.6M
Other Long-Term Investments,-,-,-,-,41.6M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.28B,1.27B,1.25B,1.23B,1.19B
Net Goodwill,810.8M,808.7M,803.8M,796.4M,781M
Net Other Intangibles,464.2M,459.8M,-,-,-
Other Assets,266.6M,367.2M,154M,318.2M,290.8M
Total Assets,3.06B,3.12B,3.05B,3.01B,3.65B
Total Assets Growth,-,1.85%,-2.11%,-1.42%,21.48%
