Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.59B,1.68B,1.76B,1.66B,1.48B
Cash & Short Term Investments Growth,-,-35.16%,5.27%,-5.83%,-10.74%
Cash Only,2.58B,1.6B,1.75B,1.63B,1.44B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.30%,2.79%,2.99%,2.31%,2.35%
Total Accounts Receivable,2.73B,2.77B,2.74B,3.25B,3.17B
Total Accounts Receivable Growth,-,1.55%,-1.22%,18.81%,-2.46%
"Accounts Receivables, Net",2.73B,2.77B,2.74B,3.25B,3.17B
"Accounts Receivables, Gross",2.81B,2.85B,2.81B,3.31B,3.23B
Bad Debt/Doubtful Accounts,(79.6M),(76.7M),(78.2M),(58.3M),(56.8M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.37,1.38,1.47,1.39,1.30
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,35.43B,47.6B,46.61B,58.99B,50.15B
Miscellaneous Current Assets,35.43B,47.6B,46.61B,58.99B,50.15B
Total Current Assets,40.74B,52.05B,51.11B,63.9B,54.8B
"Net Property, Plant & Equipment",1.15B,1.11B,1.12B,1.1B,1.1B
"Property, Plant & Equipment - Gross",2.71B,-,-,-,2.73B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.56B,-,-,-,1.63B
Total Investments and Advances,23.5M,-,-,-,122.1M
Other Long-Term Investments,23.5M,-,-,-,122.1M
Long-Term Note Receivables,11.5M,10.1M,9.4M,10.2M,9.1M
Intangible Assets,3.55B,3.54B,3.55B,3.65B,3.63B
Net Goodwill,2.34B,2.33B,2.33B,2.32B,2.3B
Net Other Intangibles,1.21B,1.21B,-,-,-
Other Assets,3.3B,3.28B,3.32B,3.41B,3.24B
Total Assets,48.77B,59.99B,59.1B,72.07B,63.07B
Total Assets Growth,-,22.99%,-1.47%,21.94%,-12.49%
