Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,339M,308M,344M,157M,98M
Cash & Short Term Investments Growth,-,-9.14%,11.69%,-54.36%,-37.58%
Cash Only,339M,308M,344M,157M,98M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.06%,5.25%,5.53%,2.56%,1.33%
Total Accounts Receivable,621M,685M,760M,822M,945M
Total Accounts Receivable Growth,-,10.31%,10.95%,8.16%,14.96%
"Accounts Receivables, Net",567M,613M,752M,808M,925M
"Accounts Receivables, Gross",568M,614M,753M,809M,926M
Bad Debt/Doubtful Accounts,(1M),(1M),(1M),(1M),(1M)
Other Receivable,54M,72M,-,-,-
Accounts Receivable Turnover,2.23,2.10,1.93,1.76,1.52
Inventories,485M,438M,491M,469M,632M
Finished Goods,373M,291M,292M,267M,354M
Work in Progress,4M,3M,3M,2M,3M
Raw Materials,108M,144M,196M,200M,275M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,81M,93M,94M,121M,131M
Miscellaneous Current Assets,81M,93M,94M,121M,131M
Total Current Assets,1.53B,1.52B,1.69B,1.57B,1.81B
"Net Property, Plant & Equipment",395M,404M,403M,404M,439M
"Property, Plant & Equipment - Gross",-,-,776M,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,127M,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,373M,-,-
Total Investments and Advances,93M,91M,101M,106M,135M
Other Long-Term Investments,93M,91M,101M,106M,135M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.36B,3.65B,3.73B,3.7B,4.59B
Net Goodwill,2.99B,3.19B,3.27B,3.27B,3.93B
Net Other Intangibles,372M,456M,-,-,-
Other Assets,87M,90M,96M,121M,106M
Total Assets,5.59B,5.87B,6.22B,6.13B,7.39B
Total Assets Growth,-,4.86%,5.97%,-1.38%,20.49%
