Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,28.59B,30.26B,28.07B,23.62B,19.94B
Cash & Short Term Investments Growth,-,5.81%,-7.23%,-15.84%,-15.60%
Cash Only,22.46B,24.96B,15.77B,12.84B,13.19B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.04%,12.76%,14.11%,12.31%,10.74%
Total Accounts Receivable,22.3B,21.57B,20.5B,20.3B,20.52B
Total Accounts Receivable Growth,-,-3.28%,-4.95%,-1.00%,1.12%
"Accounts Receivables, Net",20.94B,20.38B,20.5B,20.3B,20.52B
"Accounts Receivables, Gross",22.05B,21.5B,21.58B,21.4B,21.46B
Bad Debt/Doubtful Accounts,(1.11B),(1.11B),(1.07B),(1.1B),(938M)
Other Receivable,1.36B,1.19B,-,-,-
Accounts Receivable Turnover,0.81,0.86,1.00,0.84,0.91
Inventories,17.02B,16.79B,15.85B,16.57B,17.55B
Finished Goods,6.18B,5.58B,4.93B,5.31B,5.43B
Work in Progress,-,-,-,-,-
Raw Materials,8.39B,8.68B,8.71B,9.16B,10B
Progress Payments & Other,2.44B,2.53B,2.21B,2.11B,2.12B
Other Current Assets,34.5B,34.97B,1.93B,2.81B,2.65B
Miscellaneous Current Assets,34.5B,34.97B,1.93B,2.81B,2.65B
Total Current Assets,102.41B,103.59B,66.35B,63.3B,60.66B
"Net Property, Plant & Equipment",16.17B,15.87B,15.61B,15.04B,14.79B
"Property, Plant & Equipment - Gross",35.03B,34.84B,31.9B,33.97B,33.65B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,18.86B,18.97B,16.3B,18.94B,18.86B
Total Investments and Advances,42.67B,42.39B,42.21B,39.85B,36.2B
Other Long-Term Investments,42.67B,42.39B,42.21B,39.85B,36.2B
Long-Term Note Receivables,4.67B,4.67B,-,-,-
Intangible Assets,34.95B,34.52B,35.51B,34.34B,33.82B
Net Goodwill,25.49B,25.33B,26.18B,26.05B,25.79B
Net Other Intangibles,9.46B,9.19B,-,-,-
Other Assets,21.83B,21.63B,28.34B,28.86B,29.13B
Total Assets,237.56B,237.13B,198.87B,191.96B,185.54B
Total Assets Growth,-,-0.18%,-16.13%,-3.48%,-3.34%
