Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,2.55B,2.94B,3.08B,2.73B,2.47B
Cash & Short Term Investments Growth,-,15.02%,4.75%,-11.17%,-9.61%
Cash Only,1.58B,1.71B,1.33B,1.01B,1.13B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,36.11%,39.42%,39.12%,33.37%,30.21%
Total Accounts Receivable,909.17M,849.16M,896.66M,1.04B,1.18B
Total Accounts Receivable Growth,-,-6.60%,5.59%,15.96%,13.06%
"Accounts Receivables, Net",909.17M,849.16M,896.66M,1.04B,1.18B
"Accounts Receivables, Gross",909.17M,849.16M,901.33M,1.04B,1.18B
Bad Debt/Doubtful Accounts,-,-,(4.68M),-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.61,1.66,1.59,1.46,1.41
Inventories,382.89M,471.55M,593.36M,821.13M,885.95M
Finished Goods,171.73M,186.84M,243.49M,364.34M,405.35M
Work in Progress,-,-,-,1.47M,1.56M
Raw Materials,211.16M,284.71M,349.87M,455.32M,479.04M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,105.43M,126.23M,115.91M,150.32M,165.25M
Miscellaneous Current Assets,83.09M,95.61M,82.67M,110.33M,132.27M
Total Current Assets,3.95B,4.38B,4.68B,4.74B,4.7B
"Net Property, Plant & Equipment",330.23M,329.77M,336.91M,441.59M,501.99M
"Property, Plant & Equipment - Gross",555.14M,561.46M,561.7M,677.45M,739.15M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,7.14M,8.02M,8.38M,8.09M,7.48M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,224.91M,231.7M,224.79M,235.86M,237.16M
Total Investments and Advances,92.43M,29.66M,100.82M,66.95M,65.42M
Other Long-Term Investments,91.03M,28.26M,99.42M,65.65M,64.12M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.39B,2.4B,2.4B,2.64B,2.64B
Net Goodwill,1.33B,1.33B,1.33B,1.41B,1.41B
Net Other Intangibles,1.06B,1.07B,-,-,-
Other Assets,66.94M,67.29M,55.7M,65.99M,71.65M
Total Assets,7.07B,7.45B,7.86B,8.19B,8.18B
Total Assets Growth,-,5.34%,5.55%,4.13%,-0.15%
