Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,1.67B,1.82B,1.73B,2.14B,1.98B
Cash & Short Term Investments Growth,-,8.72%,-5.02%,23.77%,-7.60%
Cash Only,1.67B,1.82B,1.73B,2.14B,1.98B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,28.12%,25.72%,22.72%,26.89%,26.86%
Total Accounts Receivable,2.65B,3.33B,3.81B,3.93B,3.47B
Total Accounts Receivable Growth,-,25.79%,14.41%,3.27%,-11.82%
"Accounts Receivables, Net",2.65B,3.33B,3.81B,3.93B,3.47B
"Accounts Receivables, Gross",2.65B,3.34B,3.82B,3.94B,3.48B
Bad Debt/Doubtful Accounts,(6.1M),(7.29M),(6.69M),(5.68M),(7.64M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.36,1.30,1.42,1.19,1.33
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,128.93M,119.35M,108.8M,70.81M,137.77M
Miscellaneous Current Assets,128.93M,119.35M,108.8M,70.81M,137.77M
Total Current Assets,4.45B,5.27B,5.65B,6.15B,5.58B
"Net Property, Plant & Equipment",942.99M,939.81M,947.03M,962.76M,986.96M
"Property, Plant & Equipment - Gross",1.48B,1.47B,1.49B,1.52B,1.54B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,534.79M,533.45M,541.68M,553.05M,554.25M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,7.93M,7.93M,7.93M,7.93M,7.93M
Net Goodwill,7.93M,7.93M,7.93M,7.93M,7.93M
Net Other Intangibles,-,-,-,-,-
Other Assets,551.68M,858.8M,1.01B,834.44M,762.27M
Total Assets,5.95B,7.08B,7.61B,7.96B,7.36B
Total Assets Growth,-,18.87%,7.54%,4.55%,-7.48%
