Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Cash & Short Term Investments,7.79B,4.06B,6.63B,3.25B,3.15B
Cash & Short Term Investments Growth,-,-47.97%,63.53%,-51.06%,-2.90%
Cash Only,7.79B,4.06B,6.63B,3.25B,3.15B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.82%,2.01%,2.98%,1.54%,1.50%
Total Accounts Receivable,8.88B,8.7B,9.23B,9.29B,9.82B
Total Accounts Receivable Growth,-,-2.02%,6.09%,0.64%,5.76%
"Accounts Receivables, Net",8.86B,8.68B,9.2B,9.29B,9.82B
"Accounts Receivables, Gross",9.46B,8.68B,9.45B,9.56B,10B
Bad Debt/Doubtful Accounts,(605M),-,(252M),(268M),(177M)
Other Receivable,18M,21M,-,-,-
Accounts Receivable Turnover,2.25,2.26,2.25,2.17,2.01
Inventories,1.71B,1.76B,2.57B,2.72B,2.24B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.19B,2.26B,2.47B,2.21B,2.26B
Miscellaneous Current Assets,1.38B,1.31B,1.72B,1.48B,1.48B
Total Current Assets,20.57B,16.77B,20.89B,17.46B,17.48B
"Net Property, Plant & Equipment",70.34B,70.2B,70.08B,74.74B,73.94B
"Property, Plant & Equipment - Gross",-,-,119.9B,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,18.24B,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,49.82B,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,2.28B,2.28B,2.83B,2.84B,2.61B
Intangible Assets,98.67B,109.82B,109.53B,109.34B,112.01B
Net Goodwill,11.15B,12.19B,12.19B,12.23B,12.23B
Net Other Intangibles,87.52B,97.64B,-,-,-
Other Assets,12.27B,3.05B,3.23B,6.28B,3.43B
Total Assets,204.12B,202.13B,222.83B,210.65B,209.46B
Total Assets Growth,-,-0.98%,10.24%,-5.47%,-0.56%
